budget,revenue,original_title,director,runtime,production_companies,release_year
150000000,1513528810,Jurassic World,Colin Trevorrow,124,Universal Studios,2015
150000000,1513528810,Jurassic World,Colin Trevorrow,124,Amblin Entertainment,2015
150000000,1513528810,Jurassic World,Colin Trevorrow,124,Legendary Pictures,2015
150000000,1513528810,Jurassic World,Colin Trevorrow,124,Fuji Television Network,2015
150000000,1513528810,Jurassic World,Colin Trevorrow,124,Dentsu,2015
150000000,378436354,Mad Max: Fury Road,George Miller,120,Village Roadshow Pictures,2015
150000000,378436354,Mad Max: Fury Road,George Miller,120,Kennedy Miller Productions,2015
110000000,295238201,Insurgent,Robert Schwentke,119,Summit Entertainment,2015
110000000,295238201,Insurgent,Robert Schwentke,119,Mandeville Films,2015
110000000,295238201,Insurgent,Robert Schwentke,119,Red Wagon Entertainment,2015
110000000,295238201,Insurgent,Robert Schwentke,119,NeoReel,2015
200000000,2068178225,Star Wars: The Force Awakens,J.J. Abrams,136,Lucasfilm,2015
200000000,2068178225,Star Wars: The Force Awakens,J.J. Abrams,136,Truenorth Productions,2015
200000000,2068178225,Star Wars: The Force Awakens,J.J. Abrams,136,Bad Robot,2015
190000000,1506249360,Furious 7,James Wan,137,Universal Pictures,2015
190000000,1506249360,Furious 7,James Wan,137,Original Film,2015
190000000,1506249360,Furious 7,James Wan,137,Media Rights Capital,2015
190000000,1506249360,Furious 7,James Wan,137,Dentsu,2015
190000000,1506249360,Furious 7,James Wan,137,One Race Films,2015
135000000,532950503,The Revenant,Alejandro GonzÃ¡lez IÃ±Ã¡rritu,156,Regency Enterprises,2015
135000000,532950503,The Revenant,Alejandro GonzÃ¡lez IÃ±Ã¡rritu,156,Appian Way,2015
135000000,532950503,The Revenant,Alejandro GonzÃ¡lez IÃ±Ã¡rritu,156,CatchPlay,2015
135000000,532950503,The Revenant,Alejandro GonzÃ¡lez IÃ±Ã¡rritu,156,Anonymous Content,2015
135000000,532950503,The Revenant,Alejandro GonzÃ¡lez IÃ±Ã¡rritu,156,New Regency Pictures,2015
155000000,440603537,Terminator Genisys,Alan Taylor,125,Paramount Pictures,2015
155000000,440603537,Terminator Genisys,Alan Taylor,125,Skydance Productions,2015
108000000,595380321,The Martian,Ridley Scott,141,Twentieth Century Fox Film Corporation,2015
108000000,595380321,The Martian,Ridley Scott,141,Scott Free Productions,2015
108000000,595380321,The Martian,Ridley Scott,141,Mid Atlantic Films,2015
108000000,595380321,The Martian,Ridley Scott,141,International Traders,2015
108000000,595380321,The Martian,Ridley Scott,141,TSG Entertainment,2015
74000000,1156730962,Minions,Kyle Balda|Pierre Coffin,91,Universal Pictures,2015
74000000,1156730962,Minions,Kyle Balda|Pierre Coffin,91,Illumination Entertainment,2015
175000000,853708609,Inside Out,Pete Docter,94,Walt Disney Pictures,2015
175000000,853708609,Inside Out,Pete Docter,94,Pixar Animation Studios,2015
175000000,853708609,Inside Out,Pete Docter,94,Walt Disney Studios Motion Pictures,2015
245000000,880674609,Spectre,Sam Mendes,148,Columbia Pictures,2015
245000000,880674609,Spectre,Sam Mendes,148,Danjaq,2015
245000000,880674609,Spectre,Sam Mendes,148,B24,2015
176000003,183987723,Jupiter Ascending,Lana Wachowski|Lilly Wachowski,124,Village Roadshow Pictures,2015
176000003,183987723,Jupiter Ascending,Lana Wachowski|Lilly Wachowski,124,Dune Entertainment,2015
176000003,183987723,Jupiter Ascending,Lana Wachowski|Lilly Wachowski,124,Anarchos Productions,2015
176000003,183987723,Jupiter Ascending,Lana Wachowski|Lilly Wachowski,124,Warner Bros.,2015
15000000,36869414,Ex Machina,Alex Garland,108,DNA Films,2015
15000000,36869414,Ex Machina,Alex Garland,108,Universal Pictures International (UPI),2015
15000000,36869414,Ex Machina,Alex Garland,108,Film4,2015
88000000,243637091,Pixels,Chris Columbus,105,Columbia Pictures,2015
88000000,243637091,Pixels,Chris Columbus,105,Happy Madison Productions,2015
280000000,1405035767,Avengers: Age of Ultron,Joss Whedon,141,Marvel Studios,2015
280000000,1405035767,Avengers: Age of Ultron,Joss Whedon,141,Prime Focus,2015
280000000,1405035767,Avengers: Age of Ultron,Joss Whedon,141,Revolution Sun Studios,2015
44000000,155760117,The Hateful Eight,Quentin Tarantino,167,Double Feature Films,2015
44000000,155760117,The Hateful Eight,Quentin Tarantino,167,The Weinstein Company,2015
44000000,155760117,The Hateful Eight,Quentin Tarantino,167,FilmColony,2015
48000000,325771424,Taken 3,Olivier Megaton,109,Twentieth Century Fox Film Corporation,2015
48000000,325771424,Taken 3,Olivier Megaton,109,M6 Films,2015
48000000,325771424,Taken 3,Olivier Megaton,109,Canal+,2015
48000000,325771424,Taken 3,Olivier Megaton,109,EuropaCorp,2015
48000000,325771424,Taken 3,Olivier Megaton,109,CinÃ©+,2015
95000000,542351353,Cinderella,Kenneth Branagh,112,Walt Disney Pictures,2015
95000000,542351353,Cinderella,Kenneth Branagh,112,Genre Films,2015
95000000,542351353,Cinderella,Kenneth Branagh,112,Beagle Pug Films,2015
95000000,542351353,Cinderella,Kenneth Branagh,112,Allison Shearmur Productions,2015
160000000,650523427,The Hunger Games: Mockingjay - Part 2,Francis Lawrence,136,Studio Babelsberg,2015
160000000,650523427,The Hunger Games: Mockingjay - Part 2,Francis Lawrence,136,StudioCanal,2015
160000000,650523427,The Hunger Games: Mockingjay - Part 2,Francis Lawrence,136,Lionsgate,2015
160000000,650523427,The Hunger Games: Mockingjay - Part 2,Francis Lawrence,136,Walt Disney Studios Motion Pictures,2015
160000000,650523427,The Hunger Games: Mockingjay - Part 2,Francis Lawrence,136,Color Force,2015
190000000,209035668,Tomorrowland,Brad Bird,130,Walt Disney Pictures,2015
190000000,209035668,Tomorrowland,Brad Bird,130,Babieka,2015
190000000,209035668,Tomorrowland,Brad Bird,130,A113,2015
30000000,91709827,Southpaw,Antoine Fuqua,123,Escape Artists,2015
30000000,91709827,Southpaw,Antoine Fuqua,123,Riche-Ludwig Productions,2015
110000000,470490832,San Andreas,Brad Peyton,114,New Line Cinema,2015
110000000,470490832,San Andreas,Brad Peyton,114,Village Roadshow Pictures,2015
110000000,470490832,San Andreas,Brad Peyton,114,Warner Bros.,2015
110000000,470490832,San Andreas,Brad Peyton,114,Flynn Picture Company,2015
40000000,569651467,Fifty Shades of Grey,Sam Taylor-Johnson,125,Focus Features,2015
40000000,569651467,Fifty Shades of Grey,Sam Taylor-Johnson,125,Trigger Street Productions,2015
40000000,569651467,Fifty Shades of Grey,Sam Taylor-Johnson,125,Michael De Luca Productions,2015
28000000,133346506,The Big Short,Adam McKay,130,Paramount Pictures,2015
28000000,133346506,The Big Short,Adam McKay,130,Plan B Entertainment,2015
28000000,133346506,The Big Short,Adam McKay,130,Regency Enterprises,2015
150000000,682330139,Mission: Impossible - Rogue Nation,Christopher McQuarrie,131,Paramount Pictures,2015
150000000,682330139,Mission: Impossible - Rogue Nation,Christopher McQuarrie,131,Skydance Productions,2015
150000000,682330139,Mission: Impossible - Rogue Nation,Christopher McQuarrie,131,China Movie Channel,2015
150000000,682330139,Mission: Impossible - Rogue Nation,Christopher McQuarrie,131,Bad Robot,2015
150000000,682330139,Mission: Impossible - Rogue Nation,Christopher McQuarrie,131,TC Productions,2015
68000000,215863606,Ted 2,Seth MacFarlane,115,Universal Pictures,2015
68000000,215863606,Ted 2,Seth MacFarlane,115,Media Rights Capital,2015
68000000,215863606,Ted 2,Seth MacFarlane,115,Fuzzy Door Productions,2015
81000000,403802136,Kingsman: The Secret Service,Matthew Vaughn,130,Twentieth Century Fox Film Corporation,2015
81000000,403802136,Kingsman: The Secret Service,Matthew Vaughn,130,Marv Films,2015
81000000,403802136,Kingsman: The Secret Service,Matthew Vaughn,130,TSG Entertainment,2015
81000000,403802136,Kingsman: The Secret Service,Matthew Vaughn,130,Cloudy Productions,2015
20000000,88346473,Spotlight,Tom McCarthy,128,Participant Media,2015
20000000,88346473,Spotlight,Tom McCarthy,128,Open Road Films,2015
20000000,88346473,Spotlight,Tom McCarthy,128,Anonymous Content,2015
20000000,88346473,Spotlight,Tom McCarthy,128,Rocklin / Faust,2015
20000000,88346473,Spotlight,Tom McCarthy,128,Entertainment One Features,2015
61000000,311256926,Maze Runner: The Scorch Trials,Wes Ball,132,Gotham Group,2015
61000000,311256926,Maze Runner: The Scorch Trials,Wes Ball,132,Temple Hill Entertainment,2015
61000000,311256926,Maze Runner: The Scorch Trials,Wes Ball,132,TSG Entertainment,2015
0,29355203,Mr. Holmes,Bill Condon,103,BBC Films,2015
0,29355203,Mr. Holmes,Bill Condon,103,See-Saw Films,2015
0,29355203,Mr. Holmes,Bill Condon,103,FilmNation Entertainment,2015
0,29355203,Mr. Holmes,Bill Condon,103,Archer Gray,2015
0,29355203,Mr. Holmes,Bill Condon,103,AI-Film,2015
49000000,102069268,Chappie,Neill Blomkamp,120,Columbia Pictures,2015
49000000,102069268,Chappie,Neill Blomkamp,120,Media Rights Capital,2015
49000000,102069268,Chappie,Neill Blomkamp,120,Sony Pictures Entertainment (SPE),2015
49000000,102069268,Chappie,Neill Blomkamp,120,Alpha Core,2015
49000000,102069268,Chappie,Neill Blomkamp,120,Genre Films,2015
29000000,287506194,Pitch Perfect 2,Elizabeth Banks,115,Universal Pictures,2015
29000000,287506194,Pitch Perfect 2,Elizabeth Banks,115,Gold Circle Films,2015
29000000,287506194,Pitch Perfect 2,Elizabeth Banks,115,Brownstone Productions,2015
40000000,162610473,Bridge of Spies,Steven Spielberg,141,DreamWorks SKG,2015
40000000,162610473,Bridge of Spies,Steven Spielberg,141,Amblin Entertainment,2015
40000000,162610473,Bridge of Spies,Steven Spielberg,141,Studio Babelsberg,2015
40000000,162610473,Bridge of Spies,Steven Spielberg,141,Fox 2000 Pictures,2015
40000000,162610473,Bridge of Spies,Steven Spielberg,141,Marc Platt Productions,2015
58000000,150170815,Goosebumps,Rob Letterman,103,Columbia Pictures,2015
58000000,150170815,Goosebumps,Rob Letterman,103,Original Film,2015
58000000,150170815,Goosebumps,Rob Letterman,103,Scholastic Entertainment,2015
6000000,35401758,Room,Lenny Abrahamson,117,Element Pictures,2015
6000000,35401758,Room,Lenny Abrahamson,117,No Trace Camping,2015
6000000,35401758,Room,Lenny Abrahamson,117,A24,2015
6000000,35401758,Room,Lenny Abrahamson,117,Duperele Films,2015
0,22354572,Solace,Afonso Poyart,101,Eden Rock Media,2015
0,22354572,Solace,Afonso Poyart,101,FilmNation Entertainment,2015
0,22354572,Solace,Afonso Poyart,101,Flynn Picture Company,2015
175000000,331926147,The Good Dinosaur,Peter Sohn,93,Walt Disney Pictures,2015
175000000,331926147,The Good Dinosaur,Peter Sohn,93,Pixar Animation Studios,2015
175000000,331926147,The Good Dinosaur,Peter Sohn,93,Buena Vista,2015
50000000,71561644,Run All Night,Jaume Collet-Serra,114,Vertigo Entertainment,2015
50000000,71561644,Run All Night,Jaume Collet-Serra,114,Energy Entertainment,2015
50000000,71561644,Run All Night,Jaume Collet-Serra,114,RatPac-Dune Entertainment,2015
11000000,62076141,Brooklyn,John Crowley,111,Wildgaze Films,2015
11000000,62076141,Brooklyn,John Crowley,111,Irish Film Board,2015
11000000,62076141,Brooklyn,John Crowley,111,Item 7,2015
11000000,62076141,Brooklyn,John Crowley,111,Parallel Film Productions,2015
28000000,201634991,Straight Outta Compton,F. Gary Gray,147,New Line Cinema,2015
28000000,201634991,Straight Outta Compton,F. Gary Gray,147,Universal Pictures,2015
28000000,201634991,Straight Outta Compton,F. Gary Gray,147,Legendary Pictures,2015
28000000,201634991,Straight Outta Compton,F. Gary Gray,147,Cube Vision,2015
28000000,201634991,Straight Outta Compton,F. Gary Gray,147,Broken Chair Flickz,2015
90000000,140396650,The Last Witch Hunter,Breck Eisner,106,Summit Entertainment,2015
90000000,140396650,The Last Witch Hunter,Breck Eisner,106,Atmosphere Entertainment MM,2015
90000000,140396650,The Last Witch Hunter,Breck Eisner,106,One Race Films,2015
90000000,140396650,The Last Witch Hunter,Breck Eisner,106,Goldmann Pictures,2015
90000000,140396650,The Last Witch Hunter,Breck Eisner,106,NeoReel,2015
30000000,34441873,Steve Jobs,Danny Boyle,122,Universal Pictures,2015
30000000,34441873,Steve Jobs,Danny Boyle,122,Scott Rudin Productions,2015
30000000,34441873,Steve Jobs,Danny Boyle,122,Legendary Pictures,2015
30000000,34441873,Steve Jobs,Danny Boyle,122,The Mark Gordon Company,2015
30000000,34441873,Steve Jobs,Danny Boyle,122,Management 360,2015
75000000,108145109,The Man from U.N.C.L.E.,Guy Ritchie,116,Davis Entertainment,2015
75000000,108145109,The Man from U.N.C.L.E.,Guy Ritchie,116,Warner Bros.,2015
75000000,108145109,The Man from U.N.C.L.E.,Guy Ritchie,116,Wigram Productions,2015
75000000,108145109,The Man from U.N.C.L.E.,Guy Ritchie,116,RatPac-Dune Entertainment,2015
25000000,42629776,The Age of Adaline,Lee Toland Krieger,112,Lakeshore Entertainment,2015
25000000,42629776,The Age of Adaline,Lee Toland Krieger,112,Sidney Kimmel Entertainment,2015
25000000,42629776,The Age of Adaline,Lee Toland Krieger,112,Sierra/Affinity,2015
10000000,14333790,Hardcore Henry,Ilya Naishuller,97,Bazelevs Production,2015
10000000,14333790,Hardcore Henry,Ilya Naishuller,97,Versus Pictures,2015
135000000,368871007,Home,Tim Johnson,94,Twentieth Century Fox Film Corporation,2015
135000000,368871007,Home,Tim Johnson,94,DreamWorks Animation,2015
30000000,0,Wild Card,Simon West,92,Current Entertainment,2015
30000000,0,Wild Card,Simon West,92,Lionsgate,2015
30000000,0,Wild Card,Simon West,92,Sierra / Affinity,2015
30000000,0,Wild Card,Simon West,92,SJ Heat Productions,2015
30000000,0,Wild Card,Simon West,92,Silver State Production Services,2015
4000000,9064511,The Lobster,Yorgos Lanthimos,118,Haut et Court,2015
4000000,9064511,The Lobster,Yorgos Lanthimos,118,Eurimages,2015
4000000,9064511,The Lobster,Yorgos Lanthimos,118,Lemming Film,2015
4000000,9064511,The Lobster,Yorgos Lanthimos,118,Element Pictures,2015
4000000,9064511,The Lobster,Yorgos Lanthimos,118,Nederlands Fonds voor de Film,2015
11800000,40272135,Carol,Todd Haynes,118,Killer Films,2015
11800000,40272135,Carol,Todd Haynes,118,Film4,2015
11800000,40272135,Carol,Todd Haynes,118,Number 9 Films,2015
35000000,194564672,The Intern,Nancy Meyers,121,Waverly Films,2015
35000000,194564672,The Intern,Nancy Meyers,121,Warner Bros.,2015
55000000,203427584,Everest,Baltasar KormÃ¡kur,121,Universal Pictures,2015
55000000,203427584,Everest,Baltasar KormÃ¡kur,121,Working Title Films,2015
55000000,203427584,Everest,Baltasar KormÃ¡kur,121,Walden Media,2015
55000000,203427584,Everest,Baltasar KormÃ¡kur,121,Cross Creek Pictures,2015
55000000,203427584,Everest,Baltasar KormÃ¡kur,121,Free State Pictures,2015
60000000,101134059,Joy,David O. Russell,124,Fox 2000 Pictures,2015
60000000,101134059,Joy,David O. Russell,124,Davis Entertainment,2015
60000000,101134059,Joy,David O. Russell,124,Annapurna Pictures,2015
60000000,101134059,Joy,David O. Russell,124,TSG Entertainment,2015
105000000,133718711,Point Break,Ericson Core,114,Studio Babelsberg,2015
105000000,133718711,Point Break,Ericson Core,114,Alcon Entertainment,2015
105000000,133718711,Point Break,Ericson Core,114,DMG Entertainment,2015
105000000,133718711,Point Break,Ericson Core,114,Ehman Productions,2015
20000000,36606743,Burnt,John Wells,100,Double Feature Films,2015
20000000,36606743,Burnt,John Wells,100,PeaPie Films,2015
20000000,36606743,Burnt,John Wells,100,3 Arts Entertainment,2015
26000000,30523226,Self/less,Tarsem Singh,116,Endgame Entertainment,2015
26000000,30523226,Self/less,Tarsem Singh,116,Ram Bergman Productions,2015
60000000,30418560,Mortdecai,David Koepp,106,Lionsgate,2015
60000000,30418560,Mortdecai,David Koepp,106,Mad Chance,2015
60000000,30418560,Mortdecai,David Koepp,106,OddLot Entertainment,2015
60000000,30418560,Mortdecai,David Koepp,106,Huayi Brothers Media,2015
15000000,64191523,The Danish Girl,Tom Hooper,120,Pretty Pictures,2015
15000000,64191523,The Danish Girl,Tom Hooper,120,Working Title Films,2015
15000000,64191523,The Danish Girl,Tom Hooper,120,ArtÃ©mis Productions,2015
15000000,64191523,The Danish Girl,Tom Hooper,120,Le Tax Shelter du Gouvernement FÃ©dÃ©ral de Belgique,2015
15000000,64191523,The Danish Girl,Tom Hooper,120,Taxshelter. be,2015
70000000,17752940,Blackhat,Michael Mann,133,Universal Pictures,2015
70000000,17752940,Blackhat,Michael Mann,133,Forward Pass,2015
70000000,17752940,Blackhat,Michael Mann,133,Legendary Pictures,2015
30000000,84025816,Sicario,Denis Villeneuve,121,Lionsgate,2015
30000000,84025816,Sicario,Denis Villeneuve,121,Thunder Road Pictures,2015
30000000,84025816,Sicario,Denis Villeneuve,121,Black Label Media,2015
120000001,167977596,Fantastic Four,Josh Trank,100,Twentieth Century Fox Film Corporation,2015
120000001,167977596,Fantastic Four,Josh Trank,100,Marv Films,2015
120000001,167977596,Fantastic Four,Josh Trank,100,Marvel Entertainment,2015
120000001,167977596,Fantastic Four,Josh Trank,100,Constantin Film.,2015
120000001,167977596,Fantastic Four,Josh Trank,100,Moving Picture Company (MPC),2015
3500000,40423945,The Witch,Robert Eggers,92,Parts and Labor,2015
3500000,40423945,The Witch,Robert Eggers,92,RT Features,2015
3500000,40423945,The Witch,Robert Eggers,92,Rooks Nest Entertainment,2015
3500000,40423945,The Witch,Robert Eggers,92,Maiden Voyage Pictures,2015
3500000,40423945,The Witch,Robert Eggers,92,Pulse Films,2015
65000000,235666219,Spy,Paul Feig,120,Twentieth Century Fox Film Corporation,2015
65000000,235666219,Spy,Paul Feig,120,Chernin Entertainment,2015
65000000,235666219,Spy,Paul Feig,120,Feigco Entertainment,2015
50100000,153962963,Focus,Glenn Ficarra|John Requa,105,Kramer & Sigman Films,2015
50100000,153962963,Focus,Glenn Ficarra|John Requa,105,RatPac-Dune Entertainment,2015
50100000,153962963,Focus,Glenn Ficarra|John Requa,105,Zaftig Films,2015
35000000,82347656,Hitman: Agent 47,Aleksander Bach,96,Twentieth Century Fox Film Corporation,2015
35000000,82347656,Hitman: Agent 47,Aleksander Bach,96,Fox International Productions,2015
35000000,82347656,Hitman: Agent 47,Aleksander Bach,96,Infinite Frameworks Studios,2015
35000000,82347656,Hitman: Agent 47,Aleksander Bach,96,TSG Entertainment,2015
100000000,93820758,In the Heart of the Sea,Ron Howard,122,Imagine Entertainment,2015
100000000,93820758,In the Heart of the Sea,Ron Howard,122,Spring Creek Productions,2015
100000000,93820758,In the Heart of the Sea,Ron Howard,122,Warner Bros.,2015
100000000,93820758,In the Heart of the Sea,Ron Howard,122,Roth Films,2015
100000000,93820758,In the Heart of the Sea,Ron Howard,122,K. JAM Media,2015
20000000,0,Survivor,James McTeigue,96,Nu Image Films,2015
20000000,0,Survivor,James McTeigue,96,Winkler Films,2015
20000000,0,Survivor,James McTeigue,96,Millennium Films,2015
20000000,0,Survivor,James McTeigue,96,Survivor Productions,2015
35000000,137935567,Creed,Ryan Coogler,133,New Line Cinema,2015
35000000,137935567,Creed,Ryan Coogler,133,Warner Bros.,2015
35000000,137935567,Creed,Ryan Coogler,133,Metro-Goldwyn-Mayer (MGM),2015
35000000,137935567,Creed,Ryan Coogler,133,Chartoff-Winkler Productions,2015
35000000,140795793,Trainwreck,Judd Apatow,125,Universal Pictures,2015
35000000,140795793,Trainwreck,Judd Apatow,125,Fuji Television Network,2015
35000000,140795793,Trainwreck,Judd Apatow,125,Dentsu,2015
35000000,140795793,Trainwreck,Judd Apatow,125,Apatow Productions,2015
13000000,32848185,Eye in the Sky,Gavin Hood,102,Entertainment One,2015
13000000,32848185,Eye in the Sky,Gavin Hood,102,Moonlighting Films,2015
13000000,32848185,Eye in the Sky,Gavin Hood,102,Raindog Films,2015
25000000,42972994,Legend,Brian Helgeland,131,Working Title Films,2015
25000000,42972994,Legend,Brian Helgeland,131,Cross Creek Pictures,2015
25000000,42972994,Legend,Brian Helgeland,131,Anton Capital Entertainment (ACE),2015
150000000,128388320,Pan,Joe Wright,111,Warner Bros.,2015
150000000,128388320,Pan,Joe Wright,111,Moving Picture Company (MPC),2015
150000000,128388320,Pan,Joe Wright,111,Berlanti Productions,2015
150000000,128388320,Pan,Joe Wright,111,RatPac-Dune Entertainment,2015
99000000,246233113,The Peanuts Movie,Steve Martino,88,Blue Sky Studios,2015
99000000,246233113,The Peanuts Movie,Steve Martino,88,Twentieth Century Fox Animation,2015
99000000,246233113,The Peanuts Movie,Steve Martino,88,Feigco Entertainment,2015
35000000,48623572,Concussion,Peter Landesman,123,Village Roadshow Pictures,2015
35000000,48623572,Concussion,Peter Landesman,123,Scott Free Productions,2015
35000000,48623572,Concussion,Peter Landesman,123,LStar Capital,2015
35000000,48623572,Concussion,Peter Landesman,123,The Cantillon Company,2015
35000000,48623572,Concussion,Peter Landesman,123,The Shuman Company,2015
25000000,52395996,The Night Before,Jonathan Levine,100,Sony Pictures,2015
25000000,52395996,The Night Before,Jonathan Levine,100,Point Grey Pictures,2015
25000000,52395996,The Night Before,Jonathan Levine,100,Good Universe,2015
2500000,5214043,Knock Knock,Eli Roth,99,Universum Film (UFA),2015
2500000,5214043,Knock Knock,Eli Roth,99,Dragonfly Entertainment,2015
2500000,5214043,Knock Knock,Eli Roth,99,Black Bear Pictures,2015
2500000,5214043,Knock Knock,Eli Roth,99,Square One Entertainment,2015
2500000,5214043,Knock Knock,Eli Roth,99,Sobras International Pictures,2015
34000000,63013281,The Longest Ride,"George Tillman, Jr.",128,Fox 2000 Pictures,2015
34000000,63013281,The Longest Ride,"George Tillman, Jr.",128,Temple Hill Entertainment,2015
80000000,466183544,Hotel Transylvania 2,Genndy Tartakovsky,89,Columbia Pictures,2015
80000000,466183544,Hotel Transylvania 2,Genndy Tartakovsky,89,Sony Pictures Animation,2015
17000000,24000000,Love the Coopers,Jessie Nelson,107,Imagine Entertainment,2015
17000000,24000000,Love the Coopers,Jessie Nelson,107,Groundswell Productions,2015
17000000,24000000,Love the Coopers,Jessie Nelson,107,CBS Films,2015
35000000,61181942,The Walk,Robert Zemeckis,123,TriStar Pictures,2015
35000000,61181942,The Walk,Robert Zemeckis,123,Sony Pictures Entertainment,2015
35000000,61181942,The Walk,Robert Zemeckis,123,ImageMovers,2015
11000000,1863315,Tracers,Daniel Benmayor,94,Temple Hill Entertainment,2015
11000000,1863315,Tracers,Daniel Benmayor,94,Senator Film,2015
11000000,1863315,Tracers,Daniel Benmayor,94,Freerunning,2015
11000000,1863315,Tracers,Daniel Benmayor,94,Melbarken,2015
11000000,1863315,Tracers,Daniel Benmayor,94,Saban Films,2015
31000000,104384188,Vacation,John Francis Daley|Jonathan M. Goldstein,99,New Line Cinema,2015
31000000,104384188,Vacation,John Francis Daley|Jonathan M. Goldstein,99,BenderSpink,2015
31000000,104384188,Vacation,John Francis Daley|Jonathan M. Goldstein,99,David Dobkin Productions,2015
35000000,95437994,Poltergeist,Gil Kenan,93,Ghost House Pictures,2015
35000000,95437994,Poltergeist,Gil Kenan,93,Vertigo Entertainment,2015
35000000,95437994,Poltergeist,Gil Kenan,93,Metro-Goldwyn-Mayer (MGM),2015
35000000,95437994,Poltergeist,Gil Kenan,93,TSG Entertainment,2015
4000000,187112,Maggie,Henry Hobson,95,Lionsgate,2015
4000000,187112,Maggie,Henry Hobson,95,Grindstone Entertainment Group,2015
4000000,187112,Maggie,Henry Hobson,95,Silver Reel,2015
4000000,187112,Maggie,Henry Hobson,95,Sly Predator,2015
4000000,187112,Maggie,Henry Hobson,95,Matt Baer Films,2015
0,2000000,Equals,Drake Doremus,101,Scott Free Productions,2015
0,2000000,Equals,Drake Doremus,101,Infinite Frameworks Studios,2015
0,2000000,Equals,Drake Doremus,101,Freedom Media,2015
0,2000000,Equals,Drake Doremus,101,Route One Entertainment,2015
50000000,3324330,Child 44,Daniel Espinosa,137,Summit Entertainment,2015
50000000,3324330,Child 44,Daniel Espinosa,137,Scott Free Productions,2015
50000000,3324330,Child 44,Daniel Espinosa,137,Worldview Entertainment,2015
5000000,58978653,The Gift,Joel Edgerton,108,Blumhouse Productions,2015
5000000,58978653,The Gift,Joel Edgerton,108,Blue-Tongue Films,2015
5000000,58978653,The Gift,Joel Edgerton,108,STX Entertainment,2015
5000000,58978653,The Gift,Joel Edgerton,108,Ahimsa Films,2015
50000000,240360392,Daddy's Home,Sean Anders,96,Paramount Pictures,2015
50000000,240360392,Daddy's Home,Sean Anders,96,Gary Sanchez Productions,2015
50000000,240360392,Daddy's Home,Sean Anders,96,Good Universe,2015
50000000,240360392,Daddy's Home,Sean Anders,96,Red Granite Pictures,2015
0,0,Mythica: The Necromancer,A. Todd Smith,0,Arrowstorm Entertainment,2015
0,0,Mythica: The Necromancer,A. Todd Smith,0,Camera 40 Productions,2015
0,0,Mythica: The Necromancer,A. Todd Smith,0,Bellpond Films,2015
10000000,0,Vice,Brian A Miller,96,Grindstone Entertainment Group,2015
10000000,0,Vice,Brian A Miller,96,K5 International,2015
10000000,0,Vice,Brian A Miller,96,Emmett/Furla Films,2015
10000000,0,Vice,Brian A Miller,96,Aperture Entertainment,2015
64000000,97571250,The Little Prince,Mark Osborne,92,Onyx Films,2015
64000000,97571250,The Little Prince,Mark Osborne,92,Orange Studios,2015
64000000,97571250,The Little Prince,Mark Osborne,92,CityMation,2015
64000000,97571250,The Little Prince,Mark Osborne,92,On Entertainment,2015
64000000,97571250,The Little Prince,Mark Osborne,92,Zippcast Films,2015
0,233755553,Alvin and the Chipmunks: The Road Chip,Walt Becker,92,Regency Enterprises,2015
0,233755553,Alvin and the Chipmunks: The Road Chip,Walt Becker,92,Fox 2000 Pictures,2015
0,233755553,Alvin and the Chipmunks: The Road Chip,Walt Becker,92,Sunswept Entertainment,2015
0,233755553,Alvin and the Chipmunks: The Road Chip,Walt Becker,92,Bagdasarian Productions,2015
0,233755553,Alvin and the Chipmunks: The Road Chip,Walt Becker,92,TSG Entertainment,2015
11930000,18340000,The Dressmaker,Jocelyn Moorhouse,118,Amazon Studios,2015
11930000,18340000,The Dressmaker,Jocelyn Moorhouse,118,Film Art Media,2015
11930000,18340000,The Dressmaker,Jocelyn Moorhouse,118,Apollo Media,2015
8500000,43528634,The DUFF,Ari Sandel,100,Wonderland Sound and Vision,2015
8500000,43528634,The DUFF,Ari Sandel,100,CBS Films,2015
8500000,43528634,The DUFF,Ari Sandel,100,Vast Entertainment,2015
10000000,52882018,Sinister 2,Ciaran Foy,97,Alliance Films,2015
10000000,52882018,Sinister 2,Ciaran Foy,97,Blumhouse Productions,2015
10000000,52882018,Sinister 2,Ciaran Foy,97,IM Global,2015
10000000,52882018,Sinister 2,Ciaran Foy,97,Automatik Entertainment,2015
10000000,52882018,Sinister 2,Ciaran Foy,97,Entertainment One,2015
30000000,107597242,Paul Blart: Mall Cop 2,Andy Fickman,94,Columbia Pictures,2015
30000000,107597242,Paul Blart: Mall Cop 2,Andy Fickman,94,Happy Madison Productions,2015
30000000,107597242,Paul Blart: Mall Cop 2,Andy Fickman,94,Sony Pictures Releasing,2015
30000000,107597242,Paul Blart: Mall Cop 2,Andy Fickman,94,Sony Pictures Home Entertainment,2015
30000000,107597242,Paul Blart: Mall Cop 2,Andy Fickman,94,Sony Pictures Entertainment (SPE),2015
0,0,Frozen Fever,Chris Buck|Jennifer Lee,8,Walt Disney Pictures,2015
0,0,Frozen Fever,Chris Buck|Jennifer Lee,8,Walt Disney Animation Studios,2015
0,0,High-Rise,Ben Wheatley,119,Ingenious Media,2015
0,0,High-Rise,Ben Wheatley,119,HanWay Films,2015
0,0,High-Rise,Ben Wheatley,119,Scope Pictures,2015
0,0,High-Rise,Ben Wheatley,119,Recorded Picture Company (RPC),2015
