budget,revenue,original_title,director,runtime,production_companies,release_year
6000000,705308,Human Nature,Michel Gondry,96,Beverly Detroit,2001
6000000,705308,Human Nature,Michel Gondry,96,StudioCanal,2001
6000000,705308,Human Nature,Michel Gondry,96,Partizan,2001
13000000,91038276,Save the Last Dance,Thomas Carter,112,MTV Films,2001
13000000,91038276,Save the Last Dance,Thomas Carter,112,Cort/Madden Productions,2001
1700000,0,In the Bedroom,Todd Field,130,Miramax Films,2001
1700000,0,In the Bedroom,Todd Field,130,GreeneStreet/SKE Films,2001
35000000,147934180,Spy Kids,Robert Rodriguez,88,Dimension Films,2001
35000000,147934180,Spy Kids,Robert Rodriguez,88,Troublemaker Studios,2001
35000000,147934180,Spy Kids,Robert Rodriguez,88,Miramax,2001
35000000,29400000,The Pledge,Sean Penn,123,Epsilon Motion Pictures,2001
35000000,29400000,The Pledge,Sean Penn,123,Franchise Pictures,2001
35000000,29400000,The Pledge,Sean Penn,123,Morgan Creek Productions,2001
35000000,29400000,The Pledge,Sean Penn,123,Clyde Is Hungry Films,2001
35000000,29400000,The Pledge,Sean Penn,123,Pledge Productions,2001
75000000,67631903,Bandits,Barry Levinson,123,Cheyenne Enterprises,2001
75000000,67631903,Bandits,Barry Levinson,123,Epsilon Motion Pictures,2001
75000000,67631903,Bandits,Barry Levinson,123,Empire Pictures,2001
75000000,67631903,Bandits,Barry Levinson,123,Metro-Goldwyn-Mayer (MGM),2001
75000000,67631903,Bandits,Barry Levinson,123,Hyde Park Entertainment,2001
22000000,84772742,The Animal,Luke Greenfield,84,Revolution Studios,2001
22000000,84772742,The Animal,Luke Greenfield,84,Happy Madison Productions,2001
0,0,Just Visiting,Jean-Marie PoirÃ©,88,Gaumont,2001
0,0,Just Visiting,Jean-Marie PoirÃ©,88,Hollywood Pictures,2001
0,0,Just Visiting,Jean-Marie PoirÃ©,88,Bruin Grip Services,2001
13000000,16929123,Crazy/Beautiful,John Stockwell,99,Touchstone Pictures,2001
13000000,16929123,Crazy/Beautiful,John Stockwell,99,Ufland,2001
94000000,54744738,Driven,Renny Harlin,116,Epsilon Motion Pictures,2001
94000000,54744738,Driven,Renny Harlin,116,Franchise Pictures,2001
94000000,54744738,Driven,Renny Harlin,116,Trackform Film Productions,2001
94000000,54744738,Driven,Renny Harlin,116,Mel's Cite du Cinema,2001
24000000,14782676,Out Cold,Brendan Malloy|Emmett Malloy,89,Spyglass Entertainment,2001
24000000,14782676,Out Cold,Brendan Malloy|Emmett Malloy,89,Touchstone Pictures,2001
35000000,13678913,American Outlaws,Les Mayfield,94,Warner Bros. Pictures,2001
35000000,13678913,American Outlaws,Les Mayfield,94,Morgan Creek Productions,2001
87000000,351692268,Hannibal,Ridley Scott,131,Universal Pictures,2001
87000000,351692268,Hannibal,Ridley Scott,131,Scott Free Productions,2001
87000000,351692268,Hannibal,Ridley Scott,131,Metro-Goldwyn-Mayer (MGM),2001
87000000,351692268,Hannibal,Ridley Scott,131,Dino De Laurentiis Company,2001
13000000,0,Birthday Girl,Jez Butterworth,93,HAL Films,2001
13000000,0,Birthday Girl,Jez Butterworth,93,Mirage Enterprises,2001
13000000,0,Birthday Girl,Jez Butterworth,93,Film4,2001
0,0,Me Without You,Sandra Goldbacher,107,Fireworks Pictures,2001
0,0,Me Without You,Sandra Goldbacher,107,Momentum Pictures,2001
40000000,0,Impostor,Gary Fleder,102,Dimension Films,2001
40000000,0,Impostor,Gary Fleder,102,Marty Katz Productions,2001
40000000,0,Impostor,Gary Fleder,102,Mojo Films,2001
40000000,0,Impostor,Gary Fleder,102,PK Pictures,2001
0,0,The Parole Officer,John Duigan,93,DNA Films,2001
0,0,The Parole Officer,John Duigan,93,Figment Films,2001
0,0,The Parole Officer,John Duigan,93,Toledo Pictures,2001
0,0,Lantana,Ray Lawrence,121,Australian Film Finance Corporation (AFFC),2001
0,0,Lantana,Ray Lawrence,121,MBP (Germany),2001
0,0,Lantana,Ray Lawrence,121,Jan Chapman Productions,2001
0,0,Lantana,Ray Lawrence,121,The New South Wales Film and Television Office,2001
0,741394,Charlotte Gray,Gillian Armstrong,121,Senator Film Produktion,2001
0,741394,Charlotte Gray,Gillian Armstrong,121,Ecosse Films,2001
0,741394,Charlotte Gray,Gillian Armstrong,121,Film4,2001
0,741394,Charlotte Gray,Gillian Armstrong,121,Pod Films,2001
34000000,19693891,Summer Catch,Mike Tollin,108,Tollin/Robbins Productions,2001
34000000,19693891,Summer Catch,Mike Tollin,108,Warner Bros.,2001
0,0,Valentine,Jamie Blanks,96,Village Roadshow Pictures,2001
0,0,Valentine,Jamie Blanks,96,NPV Entertainment,2001
0,0,Valentine,Jamie Blanks,96,Warner Bros.,2001
35000000,0,Heist,David Mamet,107,Epsilon Motion Pictures,2001
35000000,0,Heist,David Mamet,107,Franchise Pictures,2001
35000000,0,Heist,David Mamet,107,Indelible Pictures,2001
35000000,0,Heist,David Mamet,107,Linson Entertainment,2001
35000000,0,Heist,David Mamet,107,Art Linson Productions,2001
1500000,416925,The Believer,Henry Bean,98,Fuller Films,2001
1500000,416925,The Believer,Henry Bean,98,Seven Arts Pictures,2001
12000000,17292381,Max Keeble's Big Move,Tim Hill,86,Walt Disney Pictures,2001
12000000,17292381,Max Keeble's Big Move,Tim Hill,86,Karz Entertainment,2001
75000000,5409517,Monkeybone,Henry Selick,93,20th Century Fox,2001
75000000,5409517,Monkeybone,Henry Selick,93,1492 Pictures,2001
0,0,See Spot Run,John Whitesell,94,Village Roadshow Pictures,2001
0,0,See Spot Run,John Whitesell,94,NPV Entertainment,2001
0,0,See Spot Run,John Whitesell,94,Robert Simonds Productions,2001
0,0,See Spot Run,John Whitesell,94,Warner Bros.,2001
0,0,See Spot Run,John Whitesell,94,Spot Pictures,2001
0,0,Storytelling,Todd Solondz,87,New Line Cinema,2001
0,0,Storytelling,Todd Solondz,87,Killer Films,2001
0,0,Storytelling,Todd Solondz,87,Good Machine,2001
0,0,Attila,Dick Lowry,177,Alphaville Films,2001
0,0,Attila,Dick Lowry,177,USA Cable Network,2001
0,0,Attila,Dick Lowry,177,Attila Productions,2001
0,0,Attila,Dick Lowry,177,Michael R. Joyce Productions,2001
11000000,23978402,Corky Romano,Rob Pritts,86,Robert Simonds Productions,2001
11000000,23978402,Corky Romano,Rob Pritts,86,Touchstone Pictures,2001
38000000,0,Joe Somebody,John Pasquin,99,20th Century Fox,2001
38000000,0,Joe Somebody,John Pasquin,99,Regency Enterprises,2001
0,0,To End All Wars,David L. Cunningham,108,Argyll Film Partners,2001
0,0,To End All Wars,David L. Cunningham,108,Gummshoe Productions,2001
0,0,To End All Wars,David L. Cunningham,108,Integrity Partners,2001
0,0,To End All Wars,David L. Cunningham,108,Pray For Rain Pictures,2001
0,0,Snow White,Caroline Thompson,93,Hallmark Entertainment,2001
0,0,Snow White,Caroline Thompson,93,Babelsberg International Film Produktion,2001
0,0,Snow White,Caroline Thompson,93,Sextant Entertainment Group,2001
0,0,Iris,Richard Eyre,91,Miramax Films,2001
0,0,Iris,Richard Eyre,91,BBC Films,2001
0,0,Iris,Richard Eyre,91,Intermedia Films,2001
0,0,Black Knight,Gil Junger,95,Twentieth Century Fox Film Corporation,2001
0,0,Black Knight,Gil Junger,95,Regency Enterprises,2001
0,0,Black Knight,Gil Junger,95,Epsilon Motion Pictures,2001
0,0,Black Knight,Gil Junger,95,New Regency Pictures,2001
0,0,Black Knight,Gil Junger,95,Runteldat Entertainment,2001
0,0,Scooby-Doo and the Cyber Chase,Jim Stenstrum,75,Hanna-Barbera Productions,2001
0,0,Scooby-Doo and the Cyber Chase,Jim Stenstrum,75,Warner Bros. Animation,2001
93000000,368780809,Jurassic Park III,Joe Johnston,92,Universal Studios,2001
93000000,368780809,Jurassic Park III,Joe Johnston,92,Amblin Entertainment,2001
22000000,0,Josie and the Pussycats,Harry Elfont|Deborah Kaplan,98,Universal Pictures,2001
22000000,0,Josie and the Pussycats,Harry Elfont|Deborah Kaplan,98,Marc Platt Productions,2001
22000000,0,Josie and the Pussycats,Harry Elfont|Deborah Kaplan,98,Metro-Goldwyn-Mayer (MGM),2001
22000000,0,Josie and the Pussycats,Harry Elfont|Deborah Kaplan,98,Riverdale Productions,2001
57000000,62112895,Captain Corelli's Mandolin,John Madden,131,Miramax Films,2001
57000000,62112895,Captain Corelli's Mandolin,John Madden,131,Universal Pictures,2001
0,0,The Body,Jonas McCord,109,Helkon Media AG,2001
0,0,The Body,Jonas McCord,109,Avalanche Films,2001
0,0,The Body,Jonas McCord,109,Compass Productions,2001
0,0,The Body,Jonas McCord,109,Diamant Cohen Productions,2001
0,0,James Dean,Mark Rydell,90,Five Mile River Films,2001
0,0,James Dean,Mark Rydell,90,Gerber Pictures,2001
0,0,James Dean,Mark Rydell,90,Marvin Worth Productions,2001
0,0,James Dean,Mark Rydell,90,Splendid Television,2001
0,0,Freddy Got Fingered,Tom Green,87,Regency Enterprises,2001
0,0,Freddy Got Fingered,Tom Green,87,Epsilon Motion Pictures,2001
0,0,Freddy Got Fingered,Tom Green,87,New Regency Pictures,2001
0,0,Freddy Got Fingered,Tom Green,87,MBST/Lloyd Productions,2001
0,0,Epoch,Matt Codd,96,Unified Film Organization (UFO),2001
0,0,Epoch,Matt Codd,96,Epoch Productions,2001
1000000,10013424,Kissing Jessica Stein,Charles Herman-Wurmfeld,97,Fox Searchlight Pictures,2001
1000000,10013424,Kissing Jessica Stein,Charles Herman-Wurmfeld,97,Eden Wurmfeld Films,2001
1000000,10013424,Kissing Jessica Stein,Charles Herman-Wurmfeld,97,Cineric,2001
1000000,10013424,Kissing Jessica Stein,Charles Herman-Wurmfeld,97,Michael Alden Productions,2001
1000000,10013424,Kissing Jessica Stein,Charles Herman-Wurmfeld,97,Brad Zions Films,2001
0,0,Le vÃ©lo de Ghislain Lambert,Philippe Harel,119,AF Production,2001
0,0,Le vÃ©lo de Ghislain Lambert,Philippe Harel,119,Les Productions Lazennec,2001
0,0,Le vÃ©lo de Ghislain Lambert,Philippe Harel,119,Studio Canal,2001
0,0,Le vÃ©lo de Ghislain Lambert,Philippe Harel,119,Pioneer Entertainment,2001
40000000,27053815,The Musketeer,Peter Hyams,104,Crystal Sky Worldwide,2001
40000000,27053815,The Musketeer,Peter Hyams,104,MDP Worldwide,2001
40000000,27053815,The Musketeer,Peter Hyams,104,ApolloMedia Distribution,2001
40000000,27053815,The Musketeer,Peter Hyams,104,"Carousel Picture Company, The",2001
40000000,27053815,The Musketeer,Peter Hyams,104,Signature Entertainment,2001
7000000,3646994,The Cat's Meow,Peter Bogdanovich,114,Lions Gate Films,2001
7000000,3646994,The Cat's Meow,Peter Bogdanovich,114,Dan Films,2001
7000000,3646994,The Cat's Meow,Peter Bogdanovich,114,CP Medien AG,2001
5000000,0,The Forsaken,J.S. Cardone,90,Screen Gems,2001
5000000,0,The Forsaken,J.S. Cardone,90,Sony Pictures Entertainment,2001
5000000,0,The Forsaken,J.S. Cardone,90,Egmont Film,2001
5000000,0,The Forsaken,J.S. Cardone,90,Columbia TriStar Home Entertainment,2001
0,0,Dogtown and Z-Boys,Stacy Peralta,91,Agi Orsi Productions,2001
0,0,Dogtown and Z-Boys,Stacy Peralta,91,Vans Off the Wall,2001
0,0,The Anniversary Party,Alan Cumming|Jennifer Jason Leigh,115,Fine Line Features,2001
0,0,The Anniversary Party,Alan Cumming|Jennifer Jason Leigh,115,Ghoulardi Film Company,2001
0,0,The Anniversary Party,Alan Cumming|Jennifer Jason Leigh,115,Pas de Quoi,2001
0,0,In the Time of the Butterflies,Mariano Barroso,95,Ventanarosa Productions,2001
0,0,In the Time of the Butterflies,Mariano Barroso,95,Metro-Goldwyn-Mayer (MGM),2001
0,0,In the Time of the Butterflies,Mariano Barroso,95,Phoenix Pictures,2001
0,0,In the Time of the Butterflies,Mariano Barroso,95,Showtime Networks,2001
0,0,In the Time of the Butterflies,Mariano Barroso,95,Producciones Amaranta,2001
0,0,Holiday in the Sun,Steve Purcell,87,Dualstar Entertainment Group,2001
0,0,Holiday in the Sun,Steve Purcell,87,Dualstar Productions,2001
0,0,Lost and Delirious,LÃ©a Pool,103,CitÃ©-AmÃ©rique,2001
0,0,Lost and Delirious,LÃ©a Pool,103,Dummett Films,2001
0,0,The Lost World,Stuart Orme,150,BBC,2001
0,0,The Lost World,Stuart Orme,150,A&E Television Networks,2001
0,0,The Lost World,Stuart Orme,150,RTL,2001
0,0,Tanguy,Ã‰tienne Chatiliez,108,Les Productions du Champ Poirier,2001
0,0,Tanguy,Ã‰tienne Chatiliez,108,TPS CinÃ©ma,2001
0,0,Tanguy,Ã‰tienne Chatiliez,108,TÃ©lÃ©ma Productions,2001
185000000,1001921825,The Dark Knight,Christopher Nolan,152,DC Comics,2008
185000000,1001921825,The Dark Knight,Christopher Nolan,152,Legendary Pictures,2008
185000000,1001921825,The Dark Knight,Christopher Nolan,152,Warner Bros.,2008
185000000,1001921825,The Dark Knight,Christopher Nolan,152,Syncopy,2008
180000000,521311860,WALLÂ·E,Andrew Stanton,98,Walt Disney Pictures,2008
180000000,521311860,WALLÂ·E,Andrew Stanton,98,Pixar Animation Studios,2008
25000000,226830568,Taken,Pierre Morel,93,Twentieth Century Fox Film Corporation,2008
25000000,226830568,Taken,Pierre Morel,93,M6 Films,2008
25000000,226830568,Taken,Pierre Morel,93,Canal+,2008
25000000,226830568,Taken,Pierre Morel,93,TPS Star,2008
25000000,226830568,Taken,Pierre Morel,93,Grive Productions,2008
185000000,786636033,Indiana Jones and the Kingdom of the Crystal Skull,Steven Spielberg,122,Lucasfilm,2008
185000000,786636033,Indiana Jones and the Kingdom of the Crystal Skull,Steven Spielberg,122,Paramount Pictures,2008
37000000,392616625,Twilight,Catherine Hardwicke,122,Summit Entertainment,2008
37000000,392616625,Twilight,Catherine Hardwicke,122,Maverick Films,2008
37000000,392616625,Twilight,Catherine Hardwicke,122,Imprint Entertainment,2008
37000000,392616625,Twilight,Catherine Hardwicke,122,Goldcrest Pictures,2008
37000000,392616625,Twilight,Catherine Hardwicke,122,Temple Hill Entertainment,2008
19000000,18755936,Sex Drive,Sean Anders,109,"Summit Entertainment, LLC",2008
19000000,18755936,Sex Drive,Sean Anders,109,Alloy Entertainment,2008
19000000,18755936,Sex Drive,Sean Anders,109,Goldcrest Pictures,2008
52000000,609841637,Mamma Mia!,Phyllida Lloyd,108,Universal Pictures,2008
52000000,609841637,Mamma Mia!,Phyllida Lloyd,108,Internationale Filmproduktion Richter,2008
52000000,609841637,Mamma Mia!,Phyllida Lloyd,108,Playtone,2008
52000000,609841637,Mamma Mia!,Phyllida Lloyd,108,Relativity Media,2008
52000000,609841637,Mamma Mia!,Phyllida Lloyd,108,Littlestar,2008
150000000,333932083,The Curious Case of Benjamin Button,David Fincher,166,Paramount Pictures,2008
150000000,333932083,The Curious Case of Benjamin Button,David Fincher,166,Warner Bros.,2008
150000000,333932083,The Curious Case of Benjamin Button,David Fincher,166,"Kennedy/Marshall Company, The",2008
145000000,401128639,The Mummy: Tomb of the Dragon Emperor,Rob Cohen,112,Universal Pictures,2008
145000000,401128639,The Mummy: Tomb of the Dragon Emperor,Rob Cohen,112,China Film Co-Production Corporation,2008
145000000,401128639,The Mummy: Tomb of the Dragon Emperor,Rob Cohen,112,Relativity Media,2008
145000000,401128639,The Mummy: Tomb of the Dragon Emperor,Rob Cohen,112,Alphaville Films,2008
145000000,401128639,The Mummy: Tomb of the Dragon Emperor,Rob Cohen,112,"Sommers Company, The",2008
150000000,163712074,The Incredible Hulk,Louis Leterrier,114,Universal Pictures,2008
150000000,163712074,The Incredible Hulk,Louis Leterrier,114,Marvel Studios,2008
150000000,163712074,The Incredible Hulk,Louis Leterrier,114,Valhalla Motion Pictures,2008
150000000,163712074,The Incredible Hulk,Louis Leterrier,114,MVL Incredible Productions,2008
33000000,269958228,Gran Torino,Clint Eastwood,116,Village Roadshow Pictures,2008
33000000,269958228,Gran Torino,Clint Eastwood,116,Malpaso Productions,2008
33000000,269958228,Gran Torino,Clint Eastwood,116,Gerber Pictures,2008
33000000,269958228,Gran Torino,Clint Eastwood,116,Warner Bros.,2008
33000000,269958228,Gran Torino,Clint Eastwood,116,Double Nickel Entertainment,2008
85000000,160388063,Hellboy II: The Golden Army,Guillermo del Toro,120,Universal Pictures,2008
85000000,160388063,Hellboy II: The Golden Army,Guillermo del Toro,120,Dark Horse Entertainment,2008
85000000,160388063,Hellboy II: The Golden Army,Guillermo del Toro,120,Lawrence Gordon Productions,2008
85000000,160388063,Hellboy II: The Golden Army,Guillermo del Toro,120,Mid Atlantic Films,2008
85000000,160388063,Hellboy II: The Golden Army,Guillermo del Toro,120,Relativity Media,2008
85000000,222231186,Jumper,Doug Liman,88,Dune Entertainment,2008
85000000,222231186,Jumper,Doug Liman,88,Hypnotic,2008
85000000,222231186,Jumper,Doug Liman,88,New Regency Pictures,2008
45000000,101702060,Journey to the Center of the Earth,Eric Brevig,93,New Line Cinema,2008
45000000,101702060,Journey to the Center of the Earth,Eric Brevig,93,Walden Media,2008
75000000,258270008,Wanted,Timur Bekmambetov,110,Universal Pictures,2008
75000000,258270008,Wanted,Timur Bekmambetov,110,Spyglass Entertainment,2008
75000000,258270008,Wanted,Timur Bekmambetov,110,Bazelevs Production,2008
75000000,258270008,Wanted,Timur Bekmambetov,110,Kickstart Productions,2008
75000000,258270008,Wanted,Timur Bekmambetov,110,Marc Platt Productions,2008
48000000,0,Tinker Bell,Bradley Raymond,78,DisneyToon Studios,2008
48000000,0,Tinker Bell,Bradley Raymond,78,Walt Disney Animation Studios,2008
48000000,0,Tinker Bell,Bradley Raymond,78,Prana Animation Studios,2008
15000000,377910544,Slumdog Millionaire,Danny Boyle|Loveleen Tandan,120,Celador Films,2008
15000000,377910544,Slumdog Millionaire,Danny Boyle|Loveleen Tandan,120,Warner Bros.,2008
15000000,377910544,Slumdog Millionaire,Danny Boyle|Loveleen Tandan,120,Film4,2008
30000000,108979549,Transporter 3,Olivier Megaton,104,Europa Corp,2008
30000000,108979549,Transporter 3,Olivier Megaton,104,TF1 Films Production,2008
30000000,108979549,Transporter 3,Olivier Megaton,104,Grive Productions,2008
30000000,108979549,Transporter 3,Olivier Megaton,104,EuropaCorp,2008
75000000,200276000,Valkyrie,Bryan Singer,121,United Artists,2008
75000000,200276000,Valkyrie,Bryan Singer,121,Achte Babelsberg Film,2008
75000000,200276000,Valkyrie,Bryan Singer,121,Metro-Goldwyn-Mayer (MGM),2008
75000000,200276000,Valkyrie,Bryan Singer,121,Bad Hat Harry Productions,2008
105000000,266000000,"10,000 BC",Roland Emmerich,109,Centropolis Entertainment,2008
105000000,266000000,"10,000 BC",Roland Emmerich,109,Legendary Pictures,2008
105000000,266000000,"10,000 BC",Roland Emmerich,109,Warner Bros.,2008
105000000,266000000,"10,000 BC",Roland Emmerich,109,Moonlighting Films,2008
105000000,266000000,"10,000 BC",Roland Emmerich,109,The Department of Trade and Industry of South Africa,2008
150000000,624029371,Hancock,Peter Berg,92,Columbia Pictures,2008
150000000,624029371,Hancock,Peter Berg,92,Weed Road Pictures,2008
150000000,624029371,Hancock,Peter Berg,92,Forward Pass,2008
150000000,624029371,Hancock,Peter Berg,92,Relativity Media,2008
150000000,624029371,Hancock,Peter Berg,92,Overbrook Entertainment,2008
15000000,42000000,The Hurt Locker,Kathryn Bigelow,131,Summit Entertainment,2008
15000000,42000000,The Hurt Locker,Kathryn Bigelow,131,Kingsgate Films,2008
15000000,42000000,The Hurt Locker,Kathryn Bigelow,131,Grosvenor Park Media Ltd.,2008
15000000,42000000,The Hurt Locker,Kathryn Bigelow,131,Voltage Pictures,2008
15000000,42000000,The Hurt Locker,Kathryn Bigelow,131,Film Capital Europe Funds (FCEF ),2008
35000000,170000000,What Happens in Vegas,Tom Vaughan,99,Twentieth Century Fox Film Corporation,2008
35000000,170000000,What Happens in Vegas,Tom Vaughan,99,Regency Enterprises,2008
35000000,170000000,What Happens in Vegas,Tom Vaughan,99,Mosaic Media Group,2008
35000000,170000000,What Happens in Vegas,Tom Vaughan,99,21 Laps Entertainment,2008
35000000,170000000,What Happens in Vegas,Tom Vaughan,99,Penn Station Entertainment,2008
225000000,419651413,The Chronicles of Narnia: Prince Caspian,Andrew Adamson,150,Walt Disney,2008
225000000,419651413,The Chronicles of Narnia: Prince Caspian,Andrew Adamson,150,Walden Media,2008
225000000,419651413,The Chronicles of Narnia: Prince Caspian,Andrew Adamson,150,Stillking Films,2008
225000000,419651413,The Chronicles of Narnia: Prince Caspian,Andrew Adamson,150,Ozumi Films,2008
225000000,419651413,The Chronicles of Narnia: Prince Caspian,Andrew Adamson,150,Propeler,2008
92000000,188072649,Tropic Thunder,Ben Stiller,107,DreamWorks SKG,2008
92000000,188072649,Tropic Thunder,Ben Stiller,107,Goldcrest Pictures,2008
92000000,188072649,Tropic Thunder,Ben Stiller,107,Red Hour Films,2008
92000000,188072649,Tropic Thunder,Ben Stiller,107,Internationale Filmproduktion Stella-del-Sud Second,2008
80000000,178066569,Eagle Eye,D.J. Caruso,118,DreamWorks SKG,2008
80000000,178066569,Eagle Eye,D.J. Caruso,118,K/O Paper Products,2008
80000000,178066569,Eagle Eye,D.J. Caruso,118,Goldcrest Pictures,2008
80000000,178066569,Eagle Eye,D.J. Caruso,118,KMP Film Invest,2008
12500000,20416563,The Boy in the Striped Pyjamas,Mark Herman,94,Miramax Films,2008
12500000,20416563,The Boy in the Striped Pyjamas,Mark Herman,94,BBC Films,2008
12500000,20416563,The Boy in the Striped Pyjamas,Mark Herman,94,Heyday Films,2008
50000000,113244290,Rambo,Sylvester Stallone,92,Rogue Marble,2008
50000000,113244290,Rambo,Sylvester Stallone,92,Nu Image Films,2008
50000000,113244290,Rambo,Sylvester Stallone,92,Lionsgate,2008
50000000,113244290,Rambo,Sylvester Stallone,92,Millennium Films,2008
50000000,113244290,Rambo,Sylvester Stallone,92,Emmett/Furla Films,2008
45000000,73762516,Death Race,Paul W.S. Anderson,105,Universal Pictures,2008
45000000,73762516,Death Race,Paul W.S. Anderson,105,Cruise/Wagner Productions,2008
45000000,73762516,Death Race,Paul W.S. Anderson,105,Impact Pictures,2008
45000000,73762516,Death Race,Paul W.S. Anderson,105,Relativity Media,2008
45000000,73762516,Death Race,Paul W.S. Anderson,105,Scion Films,2008
23000000,150816700,Step Up 2: The Streets,Jon M. Chu,98,Summit Entertainment,2008
23000000,150816700,Step Up 2: The Streets,Jon M. Chu,98,Offspring Entertainment,2008
23000000,150816700,Step Up 2: The Streets,Jon M. Chu,98,Touchstone Pictures,2008
80000000,233093859,The Day the Earth Stood Still,Scott Derrickson,103,Twentieth Century Fox Film Corporation,2008
80000000,233093859,The Day the Earth Stood Still,Scott Derrickson,103,Dune Entertainment III,2008
80000000,233093859,The Day the Earth Stood Still,Scott Derrickson,103,Earth Canada Productions,2008
80000000,233093859,The Day the Earth Stood Still,Scott Derrickson,103,Hammerhead Productions,2008
80000000,233093859,The Day the Earth Stood Still,Scott Derrickson,103,3 Arts Entertainment,2008
9000000,0,Starship Troopers 3: Marauder,Edward Neumeier,105,Bold Films,2008
9000000,0,Starship Troopers 3: Marauder,Edward Neumeier,105,ApolloMovie Beteiligungs,2008
9000000,0,Starship Troopers 3: Marauder,Edward Neumeier,105,Film Afrika Worldwide,2008
9000000,0,Starship Troopers 3: Marauder,Edward Neumeier,105,Sony Pictures Home Entertainment,2008
55000000,168167691,Seven Pounds,Gabriele Muccino,123,Columbia Pictures,2008
55000000,168167691,Seven Pounds,Gabriele Muccino,123,Escape Artists,2008
55000000,168167691,Seven Pounds,Gabriele Muccino,123,Relativity Media,2008
55000000,168167691,Seven Pounds,Gabriele Muccino,123,Overbrook Entertainment,2008
25000000,170764026,Cloverfield,Matt Reeves,85,Paramount Pictures,2008
25000000,170764026,Cloverfield,Matt Reeves,85,Bad Robot,2008
150000000,309979994,Bolt,Chris Williams|Byron Howard,96,Walt Disney Pictures,2008
150000000,309979994,Bolt,Chris Williams|Byron Howard,96,Walt Disney Animation Studios,2008
30000000,105173115,Forgetting Sarah Marshall,Nicholas Stoller,111,Universal Pictures,2008
30000000,105173115,Forgetting Sarah Marshall,Nicholas Stoller,111,Apatow Productions,2008
130000000,49554002,Australia,Baz Luhrmann,165,Bazmark Films,2008
130000000,49554002,Australia,Baz Luhrmann,165,Ingenious Film Partners,2008
130000000,49554002,Australia,Baz Luhrmann,165,Twentieth Century Fox Film Corporation,2008
130000000,49554002,Australia,Baz Luhrmann,165,Dune Entertainment III,2008
130000000,49554002,Australia,Baz Luhrmann,165,ScreenWest,2008
70000000,225990978,Yes Man,Peyton Reed,104,The Zanuck Company,2008
70000000,225990978,Yes Man,Peyton Reed,104,Heyday films,2008
70000000,225990978,Yes Man,Peyton Reed,104,Warner Bros.,2008
60000000,244082376,Marley & Me,David Frankel,115,Sunswept Entertainment,2008
60000000,244082376,Marley & Me,David Frankel,115,Dune Entertainment III,2008
70000000,113280098,Body of Lies,Ridley Scott,128,Scott Free Productions,2008
70000000,113280098,Body of Lies,Ridley Scott,128,De Line Pictures,2008
70000000,113280098,Body of Lies,Ridley Scott,128,Warner Bros.,2008
37000000,163720069,Burn After Reading,Ethan Coen|Joel Coen,96,Mike Zoss Productions,2008
37000000,163720069,Burn After Reading,Ethan Coen|Joel Coen,96,Studio Canal,2008
37000000,163720069,Burn After Reading,Ethan Coen|Joel Coen,96,Relativity Media,2008
37000000,163720069,Burn After Reading,Ethan Coen|Joel Coen,96,Focus Features,2008
37000000,163720069,Burn After Reading,Ethan Coen|Joel Coen,96,Working Title Films,2008
30000000,160259319,27 Dresses,Anne Fletcher,111,Spyglass Entertainment,2008
30000000,160259319,27 Dresses,Anne Fletcher,111,Fox 2000 Pictures,2008
30000000,160259319,27 Dresses,Anne Fletcher,111,Dune Entertainment III,2008
60000000,57490374,Inkheart,Iain Softley,106,New Line Cinema,2008
60000000,57490374,Inkheart,Iain Softley,106,Internationale Filmproduktion Blackbird Erste,2008
35000000,69823199,21,Robert Luketic,123,Columbia Pictures,2008
35000000,69823199,21,Robert Luketic,123,Relativity Media,2008
20000000,64822796,The Bank Job,Roger Donaldson,112,Atlas Entertainment,2008
20000000,64822796,The Bank Job,Roger Donaldson,112,Mosaic Media Group,2008
20000000,64822796,The Bank Job,Roger Donaldson,112,Omnilab Media,2008
20000000,64822796,The Bank Job,Roger Donaldson,112,Relativity Media,2008
20000000,64822796,The Bank Job,Roger Donaldson,112,Skyline (Baker St),2008
65000000,128107642,Step Brothers,Adam McKay,98,Columbia Pictures,2008
65000000,128107642,Step Brothers,Adam McKay,98,Mosaic Media Group,2008
65000000,128107642,Step Brothers,Adam McKay,98,Gary Sanchez Productions,2008
65000000,128107642,Step Brothers,Adam McKay,98,Relativity Media,2008
65000000,128107642,Step Brothers,Adam McKay,98,Apatow Productions,2008
0,55447968,"Definitely, Maybe",Adam Brooks,112,Universal Pictures,2008
0,55447968,"Definitely, Maybe",Adam Brooks,112,StudioCanal,2008
0,55447968,"Definitely, Maybe",Adam Brooks,112,Working Title Films,2008
0,55447968,"Definitely, Maybe",Adam Brooks,112,Ringerike Erste Filmproduktion,2008
70000000,111231041,Fool's Gold,Andy Tennant,112,De Line Pictures,2008
70000000,111231041,Fool's Gold,Andy Tennant,112,Warner Bros.,2008
20000000,41627431,Never Back Down,Jeff Wadlow,115,Summit Entertainment,2008
20000000,41627431,Never Back Down,Jeff Wadlow,115,Mandalay Pictures,2008
20000000,41627431,Never Back Down,Jeff Wadlow,115,Baumgarten Management and Productions (BMP),2008
27000000,101624843,Pineapple Express,David Gordon Green,111,Columbia Pictures,2008
27000000,101624843,Pineapple Express,David Gordon Green,111,Apatow Productions,2008
6000000,44703995,The Wrestler,Darren Aronofsky,109,Saturn Films,2008
