budget,revenue,original_title,director,runtime,genres,release_year
150000000,1513528810,Jurassic World,Colin Trevorrow,124,Action,2015
150000000,1513528810,Jurassic World,Colin Trevorrow,124,Adventure,2015
150000000,1513528810,Jurassic World,Colin Trevorrow,124,Science Fiction,2015
150000000,1513528810,Jurassic World,Colin Trevorrow,124,Thriller,2015
150000000,378436354,Mad Max: Fury Road,George Miller,120,Action,2015
150000000,378436354,Mad Max: Fury Road,George Miller,120,Adventure,2015
150000000,378436354,Mad Max: Fury Road,George Miller,120,Science Fiction,2015
150000000,378436354,Mad Max: Fury Road,George Miller,120,Thriller,2015
110000000,295238201,Insurgent,Robert Schwentke,119,Adventure,2015
110000000,295238201,Insurgent,Robert Schwentke,119,Science Fiction,2015
110000000,295238201,Insurgent,Robert Schwentke,119,Thriller,2015
200000000,2068178225,Star Wars: The Force Awakens,J.J. Abrams,136,Action,2015
200000000,2068178225,Star Wars: The Force Awakens,J.J. Abrams,136,Adventure,2015
200000000,2068178225,Star Wars: The Force Awakens,J.J. Abrams,136,Science Fiction,2015
200000000,2068178225,Star Wars: The Force Awakens,J.J. Abrams,136,Fantasy,2015
190000000,1506249360,Furious 7,James Wan,137,Action,2015
190000000,1506249360,Furious 7,James Wan,137,Crime,2015
190000000,1506249360,Furious 7,James Wan,137,Thriller,2015
135000000,532950503,The Revenant,Alejandro GonzÃ¡lez IÃ±Ã¡rritu,156,Western,2015
135000000,532950503,The Revenant,Alejandro GonzÃ¡lez IÃ±Ã¡rritu,156,Drama,2015
135000000,532950503,The Revenant,Alejandro GonzÃ¡lez IÃ±Ã¡rritu,156,Adventure,2015
135000000,532950503,The Revenant,Alejandro GonzÃ¡lez IÃ±Ã¡rritu,156,Thriller,2015
155000000,440603537,Terminator Genisys,Alan Taylor,125,Science Fiction,2015
155000000,440603537,Terminator Genisys,Alan Taylor,125,Action,2015
155000000,440603537,Terminator Genisys,Alan Taylor,125,Thriller,2015
155000000,440603537,Terminator Genisys,Alan Taylor,125,Adventure,2015
108000000,595380321,The Martian,Ridley Scott,141,Drama,2015
108000000,595380321,The Martian,Ridley Scott,141,Adventure,2015
108000000,595380321,The Martian,Ridley Scott,141,Science Fiction,2015
74000000,1156730962,Minions,Kyle Balda|Pierre Coffin,91,Family,2015
74000000,1156730962,Minions,Kyle Balda|Pierre Coffin,91,Animation,2015
74000000,1156730962,Minions,Kyle Balda|Pierre Coffin,91,Adventure,2015
74000000,1156730962,Minions,Kyle Balda|Pierre Coffin,91,Comedy,2015
175000000,853708609,Inside Out,Pete Docter,94,Comedy,2015
175000000,853708609,Inside Out,Pete Docter,94,Animation,2015
175000000,853708609,Inside Out,Pete Docter,94,Family,2015
245000000,880674609,Spectre,Sam Mendes,148,Action,2015
245000000,880674609,Spectre,Sam Mendes,148,Adventure,2015
245000000,880674609,Spectre,Sam Mendes,148,Crime,2015
176000003,183987723,Jupiter Ascending,Lana Wachowski|Lilly Wachowski,124,Science Fiction,2015
176000003,183987723,Jupiter Ascending,Lana Wachowski|Lilly Wachowski,124,Fantasy,2015
176000003,183987723,Jupiter Ascending,Lana Wachowski|Lilly Wachowski,124,Action,2015
176000003,183987723,Jupiter Ascending,Lana Wachowski|Lilly Wachowski,124,Adventure,2015
15000000,36869414,Ex Machina,Alex Garland,108,Drama,2015
15000000,36869414,Ex Machina,Alex Garland,108,Science Fiction,2015
88000000,243637091,Pixels,Chris Columbus,105,Action,2015
88000000,243637091,Pixels,Chris Columbus,105,Comedy,2015
88000000,243637091,Pixels,Chris Columbus,105,Science Fiction,2015
280000000,1405035767,Avengers: Age of Ultron,Joss Whedon,141,Action,2015
280000000,1405035767,Avengers: Age of Ultron,Joss Whedon,141,Adventure,2015
280000000,1405035767,Avengers: Age of Ultron,Joss Whedon,141,Science Fiction,2015
44000000,155760117,The Hateful Eight,Quentin Tarantino,167,Crime,2015
44000000,155760117,The Hateful Eight,Quentin Tarantino,167,Drama,2015
44000000,155760117,The Hateful Eight,Quentin Tarantino,167,Mystery,2015
44000000,155760117,The Hateful Eight,Quentin Tarantino,167,Western,2015
48000000,325771424,Taken 3,Olivier Megaton,109,Crime,2015
48000000,325771424,Taken 3,Olivier Megaton,109,Action,2015
48000000,325771424,Taken 3,Olivier Megaton,109,Thriller,2015
130000000,518602163,Ant-Man,Peyton Reed,115,Science Fiction,2015
130000000,518602163,Ant-Man,Peyton Reed,115,Action,2015
130000000,518602163,Ant-Man,Peyton Reed,115,Adventure,2015
95000000,542351353,Cinderella,Kenneth Branagh,112,Romance,2015
95000000,542351353,Cinderella,Kenneth Branagh,112,Fantasy,2015
95000000,542351353,Cinderella,Kenneth Branagh,112,Family,2015
95000000,542351353,Cinderella,Kenneth Branagh,112,Drama,2015
160000000,650523427,The Hunger Games: Mockingjay - Part 2,Francis Lawrence,136,War,2015
160000000,650523427,The Hunger Games: Mockingjay - Part 2,Francis Lawrence,136,Adventure,2015
160000000,650523427,The Hunger Games: Mockingjay - Part 2,Francis Lawrence,136,Science Fiction,2015
190000000,209035668,Tomorrowland,Brad Bird,130,Action,2015
190000000,209035668,Tomorrowland,Brad Bird,130,Family,2015
190000000,209035668,Tomorrowland,Brad Bird,130,Science Fiction,2015
190000000,209035668,Tomorrowland,Brad Bird,130,Adventure,2015
190000000,209035668,Tomorrowland,Brad Bird,130,Mystery,2015
30000000,91709827,Southpaw,Antoine Fuqua,123,Action,2015
30000000,91709827,Southpaw,Antoine Fuqua,123,Drama,2015
110000000,470490832,San Andreas,Brad Peyton,114,Action,2015
110000000,470490832,San Andreas,Brad Peyton,114,Drama,2015
110000000,470490832,San Andreas,Brad Peyton,114,Thriller,2015
40000000,569651467,Fifty Shades of Grey,Sam Taylor-Johnson,125,Drama,2015
40000000,569651467,Fifty Shades of Grey,Sam Taylor-Johnson,125,Romance,2015
28000000,133346506,The Big Short,Adam McKay,130,Comedy,2015
28000000,133346506,The Big Short,Adam McKay,130,Drama,2015
81000000,403802136,Kingsman: The Secret Service,Matthew Vaughn,130,Crime,2015
81000000,403802136,Kingsman: The Secret Service,Matthew Vaughn,130,Comedy,2015
81000000,403802136,Kingsman: The Secret Service,Matthew Vaughn,130,Action,2015
81000000,403802136,Kingsman: The Secret Service,Matthew Vaughn,130,Adventure,2015
20000000,88346473,Spotlight,Tom McCarthy,128,Drama,2015
20000000,88346473,Spotlight,Tom McCarthy,128,Thriller,2015
20000000,88346473,Spotlight,Tom McCarthy,128,History,2015
61000000,311256926,Maze Runner: The Scorch Trials,Wes Ball,132,Action,2015
61000000,311256926,Maze Runner: The Scorch Trials,Wes Ball,132,Science Fiction,2015
61000000,311256926,Maze Runner: The Scorch Trials,Wes Ball,132,Thriller,2015
0,29355203,Mr. Holmes,Bill Condon,103,Mystery,2015
0,29355203,Mr. Holmes,Bill Condon,103,Drama,2015
49000000,102069268,Chappie,Neill Blomkamp,120,Crime,2015
49000000,102069268,Chappie,Neill Blomkamp,120,Action,2015
49000000,102069268,Chappie,Neill Blomkamp,120,Science Fiction,2015
29000000,287506194,Pitch Perfect 2,Elizabeth Banks,115,Comedy,2015
29000000,287506194,Pitch Perfect 2,Elizabeth Banks,115,Music,2015
40000000,162610473,Bridge of Spies,Steven Spielberg,141,Thriller,2015
40000000,162610473,Bridge of Spies,Steven Spielberg,141,Drama,2015
58000000,150170815,Goosebumps,Rob Letterman,103,Adventure,2015
58000000,150170815,Goosebumps,Rob Letterman,103,Horror,2015
58000000,150170815,Goosebumps,Rob Letterman,103,Comedy,2015
6000000,35401758,Room,Lenny Abrahamson,117,Drama,2015
6000000,35401758,Room,Lenny Abrahamson,117,Thriller,2015
0,22354572,Solace,Afonso Poyart,101,Crime,2015
0,22354572,Solace,Afonso Poyart,101,Drama,2015
0,22354572,Solace,Afonso Poyart,101,Mystery,2015
175000000,331926147,The Good Dinosaur,Peter Sohn,93,Adventure,2015
175000000,331926147,The Good Dinosaur,Peter Sohn,93,Animation,2015
175000000,331926147,The Good Dinosaur,Peter Sohn,93,Comedy,2015
175000000,331926147,The Good Dinosaur,Peter Sohn,93,Family,2015
175000000,331926147,The Good Dinosaur,Peter Sohn,93,Fantasy,2015
50000000,71561644,Run All Night,Jaume Collet-Serra,114,Action,2015
50000000,71561644,Run All Night,Jaume Collet-Serra,114,Crime,2015
50000000,71561644,Run All Night,Jaume Collet-Serra,114,Drama,2015
50000000,71561644,Run All Night,Jaume Collet-Serra,114,Mystery,2015
50000000,71561644,Run All Night,Jaume Collet-Serra,114,Thriller,2015
11000000,62076141,Brooklyn,John Crowley,111,Drama,2015
11000000,62076141,Brooklyn,John Crowley,111,Romance,2015
28000000,201634991,Straight Outta Compton,F. Gary Gray,147,Drama,2015
28000000,201634991,Straight Outta Compton,F. Gary Gray,147,Music,2015
90000000,140396650,The Last Witch Hunter,Breck Eisner,106,Fantasy,2015
90000000,140396650,The Last Witch Hunter,Breck Eisner,106,Action,2015
90000000,140396650,The Last Witch Hunter,Breck Eisner,106,Adventure,2015
30000000,34441873,Steve Jobs,Danny Boyle,122,History,2015
30000000,34441873,Steve Jobs,Danny Boyle,122,Drama,2015
75000000,108145109,The Man from U.N.C.L.E.,Guy Ritchie,116,Comedy,2015
75000000,108145109,The Man from U.N.C.L.E.,Guy Ritchie,116,Action,2015
75000000,108145109,The Man from U.N.C.L.E.,Guy Ritchie,116,Adventure,2015
25000000,42629776,The Age of Adaline,Lee Toland Krieger,112,Fantasy,2015
25000000,42629776,The Age of Adaline,Lee Toland Krieger,112,Drama,2015
25000000,42629776,The Age of Adaline,Lee Toland Krieger,112,Romance,2015
10000000,14333790,Hardcore Henry,Ilya Naishuller,97,Action,2015
10000000,14333790,Hardcore Henry,Ilya Naishuller,97,Adventure,2015
10000000,14333790,Hardcore Henry,Ilya Naishuller,97,Science Fiction,2015
135000000,368871007,Home,Tim Johnson,94,Fantasy,2015
135000000,368871007,Home,Tim Johnson,94,Comedy,2015
135000000,368871007,Home,Tim Johnson,94,Animation,2015
135000000,368871007,Home,Tim Johnson,94,Science Fiction,2015
135000000,368871007,Home,Tim Johnson,94,Family,2015
12000000,85512300,Paper Towns,Jake Schreier,109,Drama,2015
12000000,85512300,Paper Towns,Jake Schreier,109,Mystery,2015
12000000,85512300,Paper Towns,Jake Schreier,109,Romance,2015
30000000,0,Wild Card,Simon West,92,Thriller,2015
30000000,0,Wild Card,Simon West,92,Crime,2015
30000000,0,Wild Card,Simon West,92,Drama,2015
4000000,9064511,The Lobster,Yorgos Lanthimos,118,Thriller,2015
4000000,9064511,The Lobster,Yorgos Lanthimos,118,Comedy,2015
4000000,9064511,The Lobster,Yorgos Lanthimos,118,Drama,2015
4000000,9064511,The Lobster,Yorgos Lanthimos,118,Romance,2015
4000000,9064511,The Lobster,Yorgos Lanthimos,118,Science Fiction,2015
11800000,40272135,Carol,Todd Haynes,118,Romance,2015
11800000,40272135,Carol,Todd Haynes,118,Drama,2015
55000000,203427584,Everest,Baltasar KormÃ¡kur,121,Adventure,2015
55000000,203427584,Everest,Baltasar KormÃ¡kur,121,Drama,2015
60000000,101134059,Joy,David O. Russell,124,Comedy,2015
60000000,101134059,Joy,David O. Russell,124,Drama,2015
105000000,133718711,Point Break,Ericson Core,114,Action,2015
105000000,133718711,Point Break,Ericson Core,114,Crime,2015
105000000,133718711,Point Break,Ericson Core,114,Thriller,2015
26000000,30523226,Self/less,Tarsem Singh,116,Science Fiction,2015
26000000,30523226,Self/less,Tarsem Singh,116,Mystery,2015
26000000,30523226,Self/less,Tarsem Singh,116,Thriller,2015
60000000,30418560,Mortdecai,David Koepp,106,Comedy,2015
60000000,30418560,Mortdecai,David Koepp,106,Adventure,2015
70000000,17752940,Blackhat,Michael Mann,133,Mystery,2015
70000000,17752940,Blackhat,Michael Mann,133,Crime,2015
70000000,17752940,Blackhat,Michael Mann,133,Action,2015
70000000,17752940,Blackhat,Michael Mann,133,Thriller,2015
70000000,17752940,Blackhat,Michael Mann,133,Drama,2015
30000000,84025816,Sicario,Denis Villeneuve,121,Action,2015
30000000,84025816,Sicario,Denis Villeneuve,121,Crime,2015
30000000,84025816,Sicario,Denis Villeneuve,121,Drama,2015
30000000,84025816,Sicario,Denis Villeneuve,121,Mystery,2015
30000000,84025816,Sicario,Denis Villeneuve,121,Thriller,2015
120000001,167977596,Fantastic Four,Josh Trank,100,Action,2015
120000001,167977596,Fantastic Four,Josh Trank,100,Adventure,2015
120000001,167977596,Fantastic Four,Josh Trank,100,Science Fiction,2015
3500000,40423945,The Witch,Robert Eggers,92,Mystery,2015
3500000,40423945,The Witch,Robert Eggers,92,Horror,2015
65000000,235666219,Spy,Paul Feig,120,Action,2015
65000000,235666219,Spy,Paul Feig,120,Comedy,2015
65000000,235666219,Spy,Paul Feig,120,Crime,2015
50100000,153962963,Focus,Glenn Ficarra|John Requa,105,Romance,2015
50100000,153962963,Focus,Glenn Ficarra|John Requa,105,Comedy,2015
50100000,153962963,Focus,Glenn Ficarra|John Requa,105,Crime,2015
50100000,153962963,Focus,Glenn Ficarra|John Requa,105,Drama,2015
35000000,82347656,Hitman: Agent 47,Aleksander Bach,96,Action,2015
35000000,82347656,Hitman: Agent 47,Aleksander Bach,96,Crime,2015
35000000,82347656,Hitman: Agent 47,Aleksander Bach,96,Thriller,2015
100000000,93820758,In the Heart of the Sea,Ron Howard,122,Thriller,2015
100000000,93820758,In the Heart of the Sea,Ron Howard,122,Drama,2015
100000000,93820758,In the Heart of the Sea,Ron Howard,122,Adventure,2015
100000000,93820758,In the Heart of the Sea,Ron Howard,122,Action,2015
100000000,93820758,In the Heart of the Sea,Ron Howard,122,History,2015
20000000,0,Survivor,James McTeigue,96,Crime,2015
20000000,0,Survivor,James McTeigue,96,Thriller,2015
20000000,0,Survivor,James McTeigue,96,Action,2015
13000000,32848185,Eye in the Sky,Gavin Hood,102,Drama,2015
13000000,32848185,Eye in the Sky,Gavin Hood,102,Thriller,2015
13000000,32848185,Eye in the Sky,Gavin Hood,102,War,2015
25000000,42972994,Legend,Brian Helgeland,131,Crime,2015
25000000,42972994,Legend,Brian Helgeland,131,Thriller,2015
150000000,128388320,Pan,Joe Wright,111,Adventure,2015
150000000,128388320,Pan,Joe Wright,111,Family,2015
150000000,128388320,Pan,Joe Wright,111,Fantasy,2015
0,0,Mythica: The Darkspore,Anne K. Black,108,Action,2015
0,0,Mythica: The Darkspore,Anne K. Black,108,Adventure,2015
0,0,Mythica: The Darkspore,Anne K. Black,108,Fantasy,2015
0,0,Me and Earl and the Dying Girl,Alfonso Gomez-Rejon,105,Comedy,2015
0,0,Me and Earl and the Dying Girl,Alfonso Gomez-Rejon,105,Drama,2015
99000000,246233113,The Peanuts Movie,Steve Martino,88,Adventure,2015
99000000,246233113,The Peanuts Movie,Steve Martino,88,Animation,2015
99000000,246233113,The Peanuts Movie,Steve Martino,88,Comedy,2015
99000000,246233113,The Peanuts Movie,Steve Martino,88,Family,2015
2500000,5214043,Knock Knock,Eli Roth,99,Drama,2015
2500000,5214043,Knock Knock,Eli Roth,99,Horror,2015
2500000,5214043,Knock Knock,Eli Roth,99,Thriller,2015
34000000,63013281,The Longest Ride,"George Tillman, Jr.",128,Romance,2015
34000000,63013281,The Longest Ride,"George Tillman, Jr.",128,Drama,2015
80000000,466183544,Hotel Transylvania 2,Genndy Tartakovsky,89,Animation,2015
80000000,466183544,Hotel Transylvania 2,Genndy Tartakovsky,89,Comedy,2015
80000000,466183544,Hotel Transylvania 2,Genndy Tartakovsky,89,Family,2015
17000000,24000000,Love the Coopers,Jessie Nelson,107,Family,2015
17000000,24000000,Love the Coopers,Jessie Nelson,107,Comedy,2015
35000000,61181942,The Walk,Robert Zemeckis,123,Adventure,2015
35000000,61181942,The Walk,Robert Zemeckis,123,Drama,2015
35000000,61181942,The Walk,Robert Zemeckis,123,Thriller,2015
11000000,1863315,Tracers,Daniel Benmayor,94,Action,2015
11000000,1863315,Tracers,Daniel Benmayor,94,Crime,2015
11000000,1863315,Tracers,Daniel Benmayor,94,Drama,2015
31000000,104384188,Vacation,John Francis Daley|Jonathan M. Goldstein,99,Adventure,2015
31000000,104384188,Vacation,John Francis Daley|Jonathan M. Goldstein,99,Comedy,2015
35000000,95437994,Poltergeist,Gil Kenan,93,Horror,2015
35000000,95437994,Poltergeist,Gil Kenan,93,Thriller,2015
0,2000000,Equals,Drake Doremus,101,Drama,2015
0,2000000,Equals,Drake Doremus,101,Romance,2015
0,2000000,Equals,Drake Doremus,101,Science Fiction,2015
50000000,3324330,Child 44,Daniel Espinosa,137,Crime,2015
50000000,3324330,Child 44,Daniel Espinosa,137,Thriller,2015
5000000,58978653,The Gift,Joel Edgerton,108,Thriller,2015
5000000,58978653,The Gift,Joel Edgerton,108,Mystery,2015
0,0,Mythica: The Necromancer,A. Todd Smith,0,Fantasy,2015
0,0,Mythica: The Necromancer,A. Todd Smith,0,Action,2015
0,0,Mythica: The Necromancer,A. Todd Smith,0,Adventure,2015
10000000,0,Vice,Brian A Miller,96,Thriller,2015
10000000,0,Vice,Brian A Miller,96,Science Fiction,2015
10000000,0,Vice,Brian A Miller,96,Action,2015
10000000,0,Vice,Brian A Miller,96,Adventure,2015
64000000,97571250,The Little Prince,Mark Osborne,92,Adventure,2015
64000000,97571250,The Little Prince,Mark Osborne,92,Animation,2015
64000000,97571250,The Little Prince,Mark Osborne,92,Fantasy,2015
0,233755553,Alvin and the Chipmunks: The Road Chip,Walt Becker,92,Adventure,2015
0,233755553,Alvin and the Chipmunks: The Road Chip,Walt Becker,92,Animation,2015
0,233755553,Alvin and the Chipmunks: The Road Chip,Walt Becker,92,Comedy,2015
0,233755553,Alvin and the Chipmunks: The Road Chip,Walt Becker,92,Family,2015
8500000,43528634,The DUFF,Ari Sandel,100,Romance,2015
8500000,43528634,The DUFF,Ari Sandel,100,Comedy,2015
30000000,107597242,Paul Blart: Mall Cop 2,Andy Fickman,94,Action,2015
30000000,107597242,Paul Blart: Mall Cop 2,Andy Fickman,94,Adventure,2015
30000000,107597242,Paul Blart: Mall Cop 2,Andy Fickman,94,Comedy,2015
30000000,107597242,Paul Blart: Mall Cop 2,Andy Fickman,94,Family,2015
0,0,Frozen Fever,Chris Buck|Jennifer Lee,8,Adventure,2015
0,0,Frozen Fever,Chris Buck|Jennifer Lee,8,Animation,2015
0,0,Frozen Fever,Chris Buck|Jennifer Lee,8,Family,2015
0,0,High-Rise,Ben Wheatley,119,Action,2015
0,0,High-Rise,Ben Wheatley,119,Drama,2015
0,0,High-Rise,Ben Wheatley,119,Science Fiction,2015
0,0,Spooks: The Greater Good,Bharat Nalluri,104,Thriller,2015
0,0,Spooks: The Greater Good,Bharat Nalluri,104,Action,2015
15000000,14860766,Scouts Guide to the Zombie Apocalypse,Christopher B. Landon,93,Comedy,2015
15000000,14860766,Scouts Guide to the Zombie Apocalypse,Christopher B. Landon,93,Horror,2015
5000000,98450062,The Visit,M. Night Shyamalan,94,Horror,2015
5000000,98450062,The Visit,M. Night Shyamalan,94,Thriller,2015
53000000,99775678,Black Mass,Scott Cooper,122,Crime,2015
53000000,99775678,Black Mass,Scott Cooper,122,Drama,2015
8900000,50136,Heist,Scott Mann,93,Crime,2015
8900000,50136,Heist,Scott Mann,93,Action,2015
8900000,50136,Heist,Scott Mann,93,Thriller,2015
15000000,61548707,Krampus,Michael Dougherty,98,Horror,2015
15000000,61548707,Krampus,Michael Dougherty,98,Comedy,2015
15000000,61548707,Krampus,Michael Dougherty,98,Fantasy,2015
20000000,208588,Dark Places,Gilles Paquet-Brenner,113,Drama,2015
20000000,208588,Dark Places,Gilles Paquet-Brenner,113,Mystery,2015
20000000,208588,Dark Places,Gilles Paquet-Brenner,113,Thriller,2015
5000000,54418872,No Escape,John Erick Dowdle,103,Action,2015
5000000,54418872,No Escape,John Erick Dowdle,103,Thriller,2015
700000,17986781,Dope,Rick Famuyiwa,103,Crime,2015
700000,17986781,Dope,Rick Famuyiwa,103,Drama,2015
700000,17986781,Dope,Rick Famuyiwa,103,Comedy,2015
28000000,28208085,American Ultra,Nima Nourizadeh,96,Comedy,2015
28000000,28208085,American Ultra,Nima Nourizadeh,96,Action,2015
0,0,The Scorpion King: The Lost Throne,Mike Elliott,105,Action,2015
0,0,The Scorpion King: The Lost Throne,Mike Elliott,105,Fantasy,2015
0,0,The Scorpion King: The Lost Throne,Mike Elliott,105,Adventure,2015
12000000,32248241,Project Almanac,Dean Israelite,106,Science Fiction,2015
12000000,32248241,Project Almanac,Dean Israelite,106,Thriller,2015
0,5189646,Absolutely Anything,Terry Jones,85,Comedy,2015
0,5189646,Absolutely Anything,Terry Jones,85,Science Fiction,2015
25000000,72629670,The Transporter Refueled,Camille Delamarre,96,Thriller,2015
25000000,72629670,The Transporter Refueled,Camille Delamarre,96,Action,2015
25000000,72629670,The Transporter Refueled,Camille Delamarre,96,Crime,2015
55000000,74679822,Crimson Peak,Guillermo del Toro,119,Mystery,2015
55000000,74679822,Crimson Peak,Guillermo del Toro,119,Thriller,2015
55000000,74679822,Crimson Peak,Guillermo del Toro,119,Fantasy,2015
55000000,74679822,Crimson Peak,Guillermo del Toro,119,Horror,2015
55000000,74679822,Crimson Peak,Guillermo del Toro,119,Drama,2015
0,0,Everly,Joe Lynch,90,Thriller,2015
0,0,Everly,Joe Lynch,90,Action,2015
14800000,122413057,Magic Mike XXL,Gregory Jacobs,115,Comedy,2015
14800000,122413057,Magic Mike XXL,Gregory Jacobs,115,Drama,2015
14800000,122413057,Magic Mike XXL,Gregory Jacobs,115,Music,2015
10000000,78099553,Paranormal Activity: The Ghost Dimension,Gregory Plotkin,88,Horror,2015
10000000,78099553,Paranormal Activity: The Ghost Dimension,Gregory Plotkin,88,Thriller,2015
0,229094,Slow West,John Maclean,84,Romance,2015
0,229094,Slow West,John Maclean,84,Thriller,2015
0,229094,Slow West,John Maclean,84,Western,2015
19500000,32189727,Secret in Their Eyes,Billy Ray,111,Crime,2015
19500000,32189727,Secret in Their Eyes,Billy Ray,111,Drama,2015
19500000,32189727,Secret in Their Eyes,Billy Ray,111,Mystery,2015
74000000,311594032,The SpongeBob Movie: Sponge Out of Water,Paul Tibbitt,93,Family,2015
74000000,311594032,The SpongeBob Movie: Sponge Out of Water,Paul Tibbitt,93,Animation,2015
0,4719695,True Story,Rupert Goold,100,Crime,2015
0,4719695,True Story,Rupert Goold,100,Drama,2015
0,4719695,True Story,Rupert Goold,100,Mystery,2015
20000000,43967255,Max,Boaz Yakin,111,Adventure,2015
20000000,43967255,Max,Boaz Yakin,111,Drama,2015
20000000,43967255,Max,Boaz Yakin,111,Family,2015
0,59700000,Shaun the Sheep Movie,Mark Burton|Richard Starzack,85,Family,2015
0,59700000,Shaun the Sheep Movie,Mark Burton|Richard Starzack,85,Animation,2015
0,59700000,Shaun the Sheep Movie,Mark Burton|Richard Starzack,85,Comedy,2015
0,59700000,Shaun the Sheep Movie,Mark Burton|Richard Starzack,85,Adventure,2015
0,1702433,A Perfect Day,Fernando LeÃ³n de Aranoa,106,Comedy,2015
0,1702433,A Perfect Day,Fernando LeÃ³n de Aranoa,106,Drama,2015
40000000,10664749,The Gunman,Pierre Morel,115,Action,2015
40000000,10664749,The Gunman,Pierre Morel,115,Drama,2015
40000000,10664749,The Gunman,Pierre Morel,115,Crime,2015
1000000,62882090,Unfriended,Levan Gabriadze,82,Horror,2015
1000000,62882090,Unfriended,Levan Gabriadze,82,Thriller,2015
35000000,51680201,Hot Pursuit,Anne Fletcher,87,Action,2015
35000000,51680201,Hot Pursuit,Anne Fletcher,87,Crime,2015
35000000,51680201,Hot Pursuit,Anne Fletcher,87,Comedy,2015
10000000,104303851,Insidious: Chapter 3,Leigh Whannell,97,Drama,2015
10000000,104303851,Insidious: Chapter 3,Leigh Whannell,97,Horror,2015
10000000,104303851,Insidious: Chapter 3,Leigh Whannell,97,Thriller,2015
0,118483,Z for Zachariah,Craig Zobel,97,Drama,2015
0,118483,Z for Zachariah,Craig Zobel,97,Science Fiction,2015
0,118483,Z for Zachariah,Craig Zobel,97,Thriller,2015
0,0,Dragonheart 3: The Sorcerer's Curse,Colin Teague,97,Action,2015
0,0,Dragonheart 3: The Sorcerer's Curse,Colin Teague,97,Adventure,2015
0,0,Dragonheart 3: The Sorcerer's Curse,Colin Teague,97,Fantasy,2015
6000000,41387687,The Lady in the Van,Nicholas Hytner,104,Comedy,2015
6000000,41387687,The Lady in the Van,Nicholas Hytner,104,Drama,2015
40000000,34227298,Victor Frankenstein,Paul McGuigan,109,Drama,2015
40000000,34227298,Victor Frankenstein,Paul McGuigan,109,Science Fiction,2015
40000000,34227298,Victor Frankenstein,Paul McGuigan,109,Thriller,2015
0,0,Brothers of the Wind,Gerado Olivares|Otmar Penker,98,Adventure,2015
0,0,Brothers of the Wind,Gerado Olivares|Otmar Penker,98,Drama,2015
0,0,Brothers of the Wind,Gerado Olivares|Otmar Penker,98,Family,2015
8000000,3759286,Anomalisa,Duke Johnson|Charlie Kaufman,90,Animation,2015
8000000,3759286,Anomalisa,Duke Johnson|Charlie Kaufman,90,Comedy,2015
8000000,3759286,Anomalisa,Duke Johnson|Charlie Kaufman,90,Drama,2015
8000000,3759286,Anomalisa,Duke Johnson|Charlie Kaufman,90,Romance,2015
1800000,0,Bone Tomahawk,S. Craig Zahler,132,Horror,2015
1800000,0,Bone Tomahawk,S. Craig Zahler,132,Western,2015
1800000,0,Bone Tomahawk,S. Craig Zahler,132,Adventure,2015
1800000,0,Bone Tomahawk,S. Craig Zahler,132,Drama,2015
0,17671101,Regression,Alejandro AmenÃ¡bar,106,Horror,2015
0,17671101,Regression,Alejandro AmenÃ¡bar,106,Mystery,2015
0,17671101,Regression,Alejandro AmenÃ¡bar,106,Thriller,2015
20000000,0,Momentum,Stephen S. Campanelli,96,Thriller,2015
20000000,0,Momentum,Stephen S. Campanelli,96,Action,2015
2000000,1477002,The Diary of a Teenage Girl,Marielle Heller,102,Drama,2015
2000000,1477002,The Diary of a Teenage Girl,Marielle Heller,102,Romance,2015
0,0,Pay the Ghost,Uli Edel,94,Horror,2015
0,0,Pay the Ghost,Uli Edel,94,Thriller,2015
0,0,The Voices,Marjane Satrapi,101,Horror,2015
0,0,The Voices,Marjane Satrapi,101,Thriller,2015
0,0,The Voices,Marjane Satrapi,101,Comedy,2015
0,0,The Voices,Marjane Satrapi,101,Crime,2015
0,3643591,Last Knights,Kazuaki Kiriya,115,Action,2015
0,3643591,Last Knights,Kazuaki Kiriya,115,Adventure,2015
12000000,0,Il racconto dei racconti,Matteo Garrone,125,Romance,2015
12000000,0,Il racconto dei racconti,Matteo Garrone,125,Fantasy,2015
12000000,0,Il racconto dei racconti,Matteo Garrone,125,Horror,2015
11000000,27391084,Irrational Man,Woody Allen,95,Mystery,2015
11000000,27391084,Irrational Man,Woody Allen,95,Drama,2015
15000000,0,Queen of the Desert,Werner Herzog,128,Drama,2015
15000000,0,Queen of the Desert,Werner Herzog,128,History,2015
18000000,41325328,Ricki and the Flash,Jonathan Demme,100,Comedy,2015
18000000,41325328,Ricki and the Flash,Jonathan Demme,100,Drama,2015
18000000,41325328,Ricki and the Flash,Jonathan Demme,100,Music,2015
0,0,Miss You Already,Catherine Hardwicke,112,Comedy,2015
0,0,Miss You Already,Catherine Hardwicke,112,Drama,2015
0,0,Miss You Already,Catherine Hardwicke,112,Romance,2015
630019,0,Kung Fury,David Sandberg,31,Action,2015
630019,0,Kung Fury,David Sandberg,31,Comedy,2015
630019,0,Kung Fury,David Sandberg,31,Science Fiction,2015
630019,0,Kung Fury,David Sandberg,31,Fantasy,2015
12000000,60273173,The Perfect Guy,David M. Rosenthal,100,Drama,2015
12000000,60273173,The Perfect Guy,David M. Rosenthal,100,Thriller,2015
0,1936524,A Bigger Splash,Luca Guadagnino,120,Crime,2015
