budget,revenue,original_title,director,runtime,genres,release_year
0,4706919,Dorian Gray,Oliver Parker,112,Thriller,2009
0,77527732,The Haunting in Connecticut,Peter Cornwell,102,Thriller,2009
0,77527732,The Haunting in Connecticut,Peter Cornwell,102,Horror,2009
3500000,0,Green Lantern: First Flight,Lauren Montgomery,75,Animation,2009
3500000,0,Green Lantern: First Flight,Lauren Montgomery,75,Science Fiction,2009
3500000,0,Green Lantern: First Flight,Lauren Montgomery,75,Action,2009
8000000,0,The Tournament,Scott Mann,95,Horror,2009
8000000,0,The Tournament,Scott Mann,95,Action,2009
8000000,0,The Tournament,Scott Mann,95,Thriller,2009
60000000,62357900,Year One,Harold Ramis,97,Comedy,2009
60000000,62357900,Year One,Harold Ramis,97,Adventure,2009
4500000,744816,Life During Wartime,Todd Solondz,97,Comedy,2009
4500000,744816,Life During Wartime,Todd Solondz,97,Drama,2009
12000000,1644755,Ondine,Neil Jordan,111,Drama,2009
12000000,1644755,Ondine,Neil Jordan,111,Romance,2009
0,19406406,Oceans,Jacques Perrin|Jacques Cluzaud,84,Documentary,2009
0,19406406,Oceans,Jacques Perrin|Jacques Cluzaud,84,Family,2009
15000000,100734718,My Bloody Valentine,Patrick Lussier,101,Mystery,2009
15000000,100734718,My Bloody Valentine,Patrick Lussier,101,Horror,2009
87000000,0,Arthur et la vengeance de Maltazard,Luc Besson,93,Adventure,2009
87000000,0,Arthur et la vengeance de Maltazard,Luc Besson,93,Fantasy,2009
87000000,0,Arthur et la vengeance de Maltazard,Luc Besson,93,Animation,2009
87000000,0,Arthur et la vengeance de Maltazard,Luc Besson,93,Family,2009
0,0,Battlestar Galactica: The Plan,Edward James Olmos,112,Science Fiction,2009
0,0,Battlestar Galactica: The Plan,Edward James Olmos,112,Action,2009
0,0,Battlestar Galactica: The Plan,Edward James Olmos,112,Adventure,2009
0,0,Battlestar Galactica: The Plan,Edward James Olmos,112,Drama,2009
35000000,92219310,Old Dogs,Walt Becker,88,Comedy,2009
35000000,92219310,Old Dogs,Walt Becker,88,Family,2009
0,199436,Bitch Slap,Rick Jacobson,109,Drama,2009
0,199436,Bitch Slap,Rick Jacobson,109,Action,2009
0,199436,Bitch Slap,Rick Jacobson,109,Comedy,2009
0,199436,Bitch Slap,Rick Jacobson,109,Thriller,2009
0,199436,Bitch Slap,Rick Jacobson,109,Crime,2009
70000000,39041505,Agora,Alejandro AmenÃ¡bar,127,Adventure,2009
70000000,39041505,Agora,Alejandro AmenÃ¡bar,127,Drama,2009
70000000,39041505,Agora,Alejandro AmenÃ¡bar,127,History,2009
8000000,0,Mary and Max,Adam Elliot,92,Animation,2009
8000000,0,Mary and Max,Adam Elliot,92,Comedy,2009
8000000,0,Mary and Max,Adam Elliot,92,Drama,2009
8000000,10629321,The Boondock Saints II: All Saints Day,Troy Duffy,118,Action,2009
8000000,10629321,The Boondock Saints II: All Saints Day,Troy Duffy,118,Thriller,2009
8000000,10629321,The Boondock Saints II: All Saints Day,Troy Duffy,118,Crime,2009
25000000,10589102,The Bad Lieutenant: Port of Call - New Orleans,Werner Herzog,122,Drama,2009
25000000,10589102,The Bad Lieutenant: Port of Call - New Orleans,Werner Herzog,122,Crime,2009
30000000,61808775,The Imaginarium of Doctor Parnassus,Terry Gilliam,123,Adventure,2009
30000000,61808775,The Imaginarium of Doctor Parnassus,Terry Gilliam,123,Fantasy,2009
30000000,61808775,The Imaginarium of Doctor Parnassus,Terry Gilliam,123,Mystery,2009
20000000,1017401,Horsemen,Jonas Ã…kerlund,90,Crime,2009
20000000,1017401,Horsemen,Jonas Ã…kerlund,90,Drama,2009
20000000,1017401,Horsemen,Jonas Ã…kerlund,90,Horror,2009
20000000,1017401,Horsemen,Jonas Ã…kerlund,90,Mystery,2009
20000000,1017401,Horsemen,Jonas Ã…kerlund,90,Thriller,2009
20000000,22942221,Armored,NimrÃ³d Antal,88,Action,2009
20000000,22942221,Armored,NimrÃ³d Antal,88,Crime,2009
20000000,22942221,Armored,NimrÃ³d Antal,88,Drama,2009
20000000,22942221,Armored,NimrÃ³d Antal,88,Thriller,2009
0,5802422,Carriers,Ã€lex Pastor|David Pastor,84,Action,2009
0,5802422,Carriers,Ã€lex Pastor|David Pastor,84,Drama,2009
0,5802422,Carriers,Ã€lex Pastor|David Pastor,84,Horror,2009
0,5802422,Carriers,Ã€lex Pastor|David Pastor,84,Science Fiction,2009
0,5802422,Carriers,Ã€lex Pastor|David Pastor,84,Thriller,2009
10000000,0,L'ArmÃ©e du crime,Robert GuÃ©diguian,139,Drama,2009
10000000,0,L'ArmÃ©e du crime,Robert GuÃ©diguian,139,Foreign,2009
10000000,0,L'ArmÃ©e du crime,Robert GuÃ©diguian,139,History,2009
0,0,My Fake Fiance,Gil Junger,95,Comedy,2009
0,0,My Fake Fiance,Gil Junger,95,Drama,2009
0,0,My Fake Fiance,Gil Junger,95,Romance,2009
40000000,28169671,Cirque du Freak: The Vampire's Assistant,Paul Weitz,109,Adventure,2009
40000000,28169671,Cirque du Freak: The Vampire's Assistant,Paul Weitz,109,Fantasy,2009
40000000,28169671,Cirque du Freak: The Vampire's Assistant,Paul Weitz,109,Action,2009
40000000,28169671,Cirque du Freak: The Vampire's Assistant,Paul Weitz,109,Thriller,2009
0,0,Hulk vs. Wolverine,Frank Paur,38,Animation,2009
0,0,Hulk vs. Wolverine,Frank Paur,38,Action,2009
0,0,Hulk vs. Wolverine,Frank Paur,38,Science Fiction,2009
9000000,985117,Leaves of Grass,Tim Blake Nelson,104,Comedy,2009
9000000,985117,Leaves of Grass,Tim Blake Nelson,104,Crime,2009
9000000,985117,Leaves of Grass,Tim Blake Nelson,104,Drama,2009
9000000,985117,Leaves of Grass,Tim Blake Nelson,104,Thriller,2009
7500000,26096852,An Education,Lone Scherfig,100,Drama,2009
7500000,26096852,An Education,Lone Scherfig,100,Romance,2009
75000000,61458982,Funny People,Judd Apatow,146,Comedy,2009
75000000,61458982,Funny People,Judd Apatow,146,Drama,2009
0,0,Paper Man,Kieran Mulroney|Michele Mulroney,110,Comedy,2009
0,0,Paper Man,Kieran Mulroney|Michele Mulroney,110,Drama,2009
25000000,163670000,Up in the Air,Jason Reitman,109,Drama,2009
25000000,163670000,Up in the Air,Jason Reitman,109,Romance,2009
65000000,44091067,Astro Boy,David Bowers,94,Animation,2009
65000000,44091067,Astro Boy,David Bowers,94,Action,2009
65000000,44091067,Astro Boy,David Bowers,94,Family,2009
65000000,44091067,Astro Boy,David Bowers,94,Science Fiction,2009
50000000,60161391,The International,Tom Tykwer,118,Drama,2009
50000000,60161391,The International,Tom Tykwer,118,Thriller,2009
50000000,60161391,The International,Tom Tykwer,118,Crime,2009
0,0,The Hole,Joe Dante,92,Thriller,2009
0,0,The Hole,Joe Dante,92,Adventure,2009
0,0,The Hole,Joe Dante,92,Fantasy,2009
14000000,875386,Universal Soldier: Regeneration,John Hyams,97,Adventure,2009
14000000,875386,Universal Soldier: Regeneration,John Hyams,97,Action,2009
14000000,875386,Universal Soldier: Regeneration,John Hyams,97,Science Fiction,2009
14000000,875386,Universal Soldier: Regeneration,John Hyams,97,Thriller,2009
85000000,363164265,Fast & Furious,Justin Lin,107,Action,2009
85000000,363164265,Fast & Furious,Justin Lin,107,Crime,2009
85000000,363164265,Fast & Furious,Justin Lin,107,Drama,2009
85000000,363164265,Fast & Furious,Justin Lin,107,Thriller,2009
12000000,0,Grey Gardens,Michael Sucsy,104,Drama,2009
12000000,0,Grey Gardens,Michael Sucsy,104,History,2009
12000000,0,Grey Gardens,Michael Sucsy,104,TV Movie,2009
25000000,0,Thick as Thieves,Mimi Leder,104,Action,2009
25000000,0,Thick as Thieves,Mimi Leder,104,Thriller,2009
25000000,0,Thick as Thieves,Mimi Leder,104,Crime,2009
40000000,0,Che: Part Two,Steven Soderbergh,131,Drama,2009
40000000,0,Che: Part Two,Steven Soderbergh,131,History,2009
40000000,0,Che: Part Two,Steven Soderbergh,131,War,2009
0,24007324,Observe and Report,Jody Hill,86,Comedy,2009
0,24007324,Observe and Report,Jody Hill,86,Crime,2009
0,24007324,Observe and Report,Jody Hill,86,Drama,2009
22000000,0,Middle Men,George Gallo,105,Drama,2009
22000000,0,Middle Men,George Gallo,105,Comedy,2009
22000000,0,Middle Men,George Gallo,105,Crime,2009
35000000,155545279,Hannah Montana: The Movie,Peter Chelsom,102,Comedy,2009
35000000,155545279,Hannah Montana: The Movie,Peter Chelsom,102,Drama,2009
35000000,155545279,Hannah Montana: The Movie,Peter Chelsom,102,Family,2009
35000000,155545279,Hannah Montana: The Movie,Peter Chelsom,102,Music,2009
35000000,155545279,Hannah Montana: The Movie,Peter Chelsom,102,Romance,2009
0,32474120,Fighting,Dito Montiel,105,Action,2009
0,32474120,Fighting,Dito Montiel,105,Adventure,2009
0,32474120,Fighting,Dito Montiel,105,Crime,2009
0,32474120,Fighting,Dito Montiel,105,Drama,2009
0,32474120,Fighting,Dito Montiel,105,Thriller,2009
15000000,8786375,Banlieue 13 - Ultimatum,Patrick Alessandrin,101,Action,2009
15000000,8786375,Banlieue 13 - Ultimatum,Patrick Alessandrin,101,Thriller,2009
15000000,8786375,Banlieue 13 - Ultimatum,Patrick Alessandrin,101,Crime,2009
8000000,0,Baby on Board,Brian Herzlinger,95,Comedy,2009
8000000,0,Baby on Board,Brian Herzlinger,95,Romance,2009
45000000,57881056,Aliens in the Attic,John Schultz,86,Adventure,2009
45000000,57881056,Aliens in the Attic,John Schultz,86,Comedy,2009
45000000,57881056,Aliens in the Attic,John Schultz,86,Family,2009
45000000,57881056,Aliens in the Attic,John Schultz,86,Fantasy,2009
45000000,57881056,Aliens in the Attic,John Schultz,86,Science Fiction,2009
12000000,0,Tell-Tale,Michael Cuesta,92,Drama,2009
12000000,0,Tell-Tale,Michael Cuesta,92,Horror,2009
12000000,0,Tell-Tale,Michael Cuesta,92,Mystery,2009
12000000,0,Tell-Tale,Michael Cuesta,92,Thriller,2009
0,2277396,Adam,Max Mayer,99,Drama,2009
0,2277396,Adam,Max Mayer,99,Romance,2009
0,0,The Descent: Part 2,Jon Harris,94,Adventure,2009
0,0,The Descent: Part 2,Jon Harris,94,Horror,2009
0,0,The Descent: Part 2,Jon Harris,94,Thriller,2009
3400000,9444018,The Collector,Marcus Dunstan,88,Horror,2009
3400000,9444018,The Collector,Marcus Dunstan,88,Thriller,2009
4300000,0,Beautiful Kate,Rachel Ward,90,Drama,2009
4300000,0,Beautiful Kate,Rachel Ward,90,Foreign,2009
4300000,0,Beautiful Kate,Rachel Ward,90,Mystery,2009
3000000,18097,Women in Trouble,Sebastian Gutierrez,92,Comedy,2009
3000000,18097,Women in Trouble,Sebastian Gutierrez,92,Drama,2009
10000000,42333295,The Fourth Kind,Olatunde Osunsanmi,98,Science Fiction,2009
10000000,42333295,The Fourth Kind,Olatunde Osunsanmi,98,Thriller,2009
6000000,0,Glorious 39,Stephen Poliakoff,129,War,2009
6000000,0,Glorious 39,Stephen Poliakoff,129,Drama,2009
6000000,0,Glorious 39,Stephen Poliakoff,129,History,2009
6000000,0,Glorious 39,Stephen Poliakoff,129,Thriller,2009
15000000,5024782,Solitary Man,Brian Koppelman|David Levien,90,Comedy,2009
15000000,5024782,Solitary Man,Brian Koppelman|David Levien,90,Drama,2009
15000000,5024782,Solitary Man,Brian Koppelman|David Levien,90,Romance,2009
0,0,Cracks,Jordan Scott,104,Drama,2009
0,0,Cracks,Jordan Scott,104,Mystery,2009
0,0,Cracks,Jordan Scott,104,Thriller,2009
0,0,Redline,Takeshi Koike,102,Fantasy,2009
0,0,Redline,Takeshi Koike,102,Drama,2009
0,0,Redline,Takeshi Koike,102,Action,2009
0,0,Redline,Takeshi Koike,102,Thriller,2009
0,0,Redline,Takeshi Koike,102,Animation,2009
0,0,The Infidel,Josh Appignanesi,105,Comedy,2009
0,0,The Infidel,Josh Appignanesi,105,Drama,2009
800000,867714,The Disappearance of Alice Creed,J Blakeson,100,Crime,2009
800000,867714,The Disappearance of Alice Creed,J Blakeson,100,Drama,2009
800000,867714,The Disappearance of Alice Creed,J Blakeson,100,Thriller,2009
0,0,Superman/Batman: Public Enemies,Sam Liu,67,Animation,2009
0,0,Superman/Batman: Public Enemies,Sam Liu,67,Action,2009
0,0,Superman/Batman: Public Enemies,Sam Liu,67,Adventure,2009
5100000,0,Shrink,Jonas Pate,104,Comedy,2009
5100000,0,Shrink,Jonas Pate,104,Drama,2009
0,0,In the Electric Mist,Bertrand Tavernier,117,Thriller,2009
0,0,In the Electric Mist,Bertrand Tavernier,117,Drama,2009
0,0,In the Electric Mist,Bertrand Tavernier,117,Crime,2009
0,0,In the Electric Mist,Bertrand Tavernier,117,Mystery,2009
0,0,Wonder Woman,Lauren Montgomery,74,Action,2009
0,0,Wonder Woman,Lauren Montgomery,74,Adventure,2009
0,0,Wonder Woman,Lauren Montgomery,74,Animation,2009
0,0,Wonder Woman,Lauren Montgomery,74,Science Fiction,2009
8500000,4440055,Bright Star,Jane Campion,119,Drama,2009
8500000,4440055,Bright Star,Jane Campion,119,Romance,2009
0,0,Stargate SG-1: Children of the Gods,Mario Philip Azzopardi,92,Adventure,2009
0,0,Stargate SG-1: Children of the Gods,Mario Philip Azzopardi,92,Thriller,2009
0,0,Stargate SG-1: Children of the Gods,Mario Philip Azzopardi,92,Science Fiction,2009
0,0,Assassin's Creed: Lineage,Yves Simoneau,36,Action,2009
0,0,Assassin's Creed: Lineage,Yves Simoneau,36,Drama,2009
0,0,Assassin's Creed: Lineage,Yves Simoneau,36,History,2009
10000000,0,Ninja,Isaac Florentine,83,Action,2009
10000000,0,Ninja,Isaac Florentine,83,Crime,2009
10000000,0,Ninja,Isaac Florentine,83,Drama,2009
10000000,0,Ninja,Isaac Florentine,83,Thriller,2009
0,0,Scooby-Doo! The Mystery Begins,Brian Levant,82,Mystery,2009
0,0,Scooby-Doo! The Mystery Begins,Brian Levant,82,Animation,2009
0,0,Scooby-Doo! The Mystery Begins,Brian Levant,82,Comedy,2009
0,0,Scooby-Doo! The Mystery Begins,Brian Levant,82,Fantasy,2009
3500000,44462,Defendor,Peter Stebbings,101,Drama,2009
3500000,44462,Defendor,Peter Stebbings,101,Action,2009
3500000,44462,Defendor,Peter Stebbings,101,Comedy,2009
3500000,44462,Defendor,Peter Stebbings,101,Crime,2009
80000000,53825515,Nine,Rob Marshall,112,Drama,2009
80000000,53825515,Nine,Rob Marshall,112,Music,2009
80000000,53825515,Nine,Rob Marshall,112,Romance,2009
0,0,Red Riding: In the Year of Our Lord 1983,Anand Tucker,100,Thriller,2009
0,0,Red Riding: In the Year of Our Lord 1983,Anand Tucker,100,Crime,2009
0,0,Red Riding: In the Year of Our Lord 1983,Anand Tucker,100,Drama,2009
0,0,Red Riding: In the Year of Our Lord 1983,Anand Tucker,100,Mystery,2009
6500000,1521261,The Messenger,Oren Moverman,113,Drama,2009
6500000,1521261,The Messenger,Oren Moverman,113,History,2009
0,0,The Stepfather,Nelson McCormick,101,Horror,2009
0,0,The Stepfather,Nelson McCormick,101,Thriller,2009
0,0,The Stepfather,Nelson McCormick,101,Mystery,2009
6300000,0,Without a Paddle: Nature's Calling,Ellory Elkayem,96,Action,2009
6300000,0,Without a Paddle: Nature's Calling,Ellory Elkayem,96,Adventure,2009
6300000,0,Without a Paddle: Nature's Calling,Ellory Elkayem,96,Comedy,2009
17000000,14899417,Away We Go,Sam Mendes,98,Drama,2009
17000000,14899417,Away We Go,Sam Mendes,98,Comedy,2009
17000000,14899417,Away We Go,Sam Mendes,98,Romance,2009
17000000,20455276,My Life in Ruins,Donald Petrie,95,Comedy,2009
17000000,20455276,My Life in Ruins,Donald Petrie,95,Romance,2009
0,0,Seulpeumboda deo seulpeun Iyagi,Tae-Yeon Won,105,Drama,2009
0,0,Seulpeumboda deo seulpeun Iyagi,Tae-Yeon Won,105,Foreign,2009
0,0,Seulpeumboda deo seulpeun Iyagi,Tae-Yeon Won,105,Romance,2009
0,0,Rampage,Uwe Boll,85,Action,2009
0,0,Rampage,Uwe Boll,85,Drama,2009
0,0,Rampage,Uwe Boll,85,Crime,2009
0,0,Rampage,Uwe Boll,85,Thriller,2009
0,0,"Family Guy Presents: Something, Something, Something, Dark Side",Dominic Polcino,44,Science Fiction,2009
0,0,"Family Guy Presents: Something, Something, Something, Dark Side",Dominic Polcino,44,Animation,2009
0,0,"Family Guy Presents: Something, Something, Something, Dark Side",Dominic Polcino,44,Comedy,2009
0,0,The Last House on the Left,Dennis Iliadis,110,Crime,2009
0,0,The Last House on the Left,Dennis Iliadis,110,Thriller,2009
0,0,The Last House on the Left,Dennis Iliadis,110,Horror,2009
0,0,The Last House on the Left,Dennis Iliadis,110,Drama,2009
7000000,0,Mother and Child,Rodrigo GarcÃ­a,125,Drama,2009
7000000,0,Mother and Child,Rodrigo GarcÃ­a,125,Romance,2009
0,0,Turtles Forever,Roy Burdine|Lloyd Goldfine,78,Science Fiction,2009
0,0,Turtles Forever,Roy Burdine|Lloyd Goldfine,78,Adventure,2009
0,0,Turtles Forever,Roy Burdine|Lloyd Goldfine,78,Animation,2009
0,0,Turtles Forever,Roy Burdine|Lloyd Goldfine,78,Action,2009
0,0,Turtles Forever,Roy Burdine|Lloyd Goldfine,78,Family,2009
7300000,10329747,Harry Brown,Daniel Barber,103,Thriller,2009
7300000,10329747,Harry Brown,Daniel Barber,103,Crime,2009
7300000,10329747,Harry Brown,Daniel Barber,103,Drama,2009
7300000,10329747,Harry Brown,Daniel Barber,103,Action,2009
80000000,122444772,Surrogates,Jonathan Mostow,89,Action,2009
80000000,122444772,Surrogates,Jonathan Mostow,89,Science Fiction,2009
80000000,122444772,Surrogates,Jonathan Mostow,89,Thriller,2009
3700000,0,Blood and Bone,Ben Ramsey,93,Drama,2009
3700000,0,Blood and Bone,Ben Ramsey,93,Action,2009
3700000,0,Blood and Bone,Ben Ramsey,93,Thriller,2009
0,0,Labor Pains,Lara Shapiro,89,Comedy,2009
0,0,Labor Pains,Lara Shapiro,89,Romance,2009
50000000,12764201,Street Fighter: The Legend of Chun-Li,Andrzej Bartkowiak,97,Action,2009
50000000,12764201,Street Fighter: The Legend of Chun-Li,Andrzej Bartkowiak,97,Adventure,2009
50000000,12764201,Street Fighter: The Legend of Chun-Li,Andrzej Bartkowiak,97,Science Fiction,2009
50000000,12764201,Street Fighter: The Legend of Chun-Li,Andrzej Bartkowiak,97,Thriller,2009
35000000,73034460,Hotel for Dogs,Thor Freudenthal,100,Comedy,2009
35000000,73034460,Hotel for Dogs,Thor Freudenthal,100,Family,2009
0,0,Creation,Jon Amiel,108,Drama,2009
0,0,Creation,Jon Amiel,108,History,2009
9000000,0,Veronika Decides to Die,Emily Young,103,Drama,2009
9000000,0,Veronika Decides to Die,Emily Young,103,Romance,2009
0,0,Barbie Presents: Thumbelina,Conrad Helten,75,Animation,2009
0,0,Barbie Presents: Thumbelina,Conrad Helten,75,Family,2009
0,0,Exam,Stuart Hazeldine,101,Thriller,2009
0,0,Exam,Stuart Hazeldine,101,Mystery,2009
20000000,73830340,Obsessed,Steve Shill,108,Drama,2009
20000000,73830340,Obsessed,Steve Shill,108,Thriller,2009
15000000,113221,Tetro,Francis Ford Coppola,127,Drama,2009
15000000,113221,Tetro,Francis Ford Coppola,127,Mystery,2009
4500000,0,Children of the Corn,Donald P. Borchers,92,Drama,2009
4500000,0,Children of the Corn,Donald P. Borchers,92,Horror,2009
4500000,0,Children of the Corn,Donald P. Borchers,92,Thriller,2009
10000000,0,The Keeper,Keoni Waxman,94,Action,2009
10000000,0,The Keeper,Keoni Waxman,94,Adventure,2009
10000000,0,The Keeper,Keoni Waxman,94,Thriller,2009
0,0,Lesbian Vampire Killers,Phil Claydon,86,Horror,2009
0,0,Lesbian Vampire Killers,Phil Claydon,86,Comedy,2009
0,0,44 Inch Chest,Malcolm Venville,95,Drama,2009
0,0,44 Inch Chest,Malcolm Venville,95,Crime,2009
0,0,The Good Witch's Garden,Craig Pryce,85,TV Movie,2009
0,0,The Good Witch's Garden,Craig Pryce,85,Comedy,2009
0,0,The Good Witch's Garden,Craig Pryce,85,Family,2009
0,0,The Good Witch's Garden,Craig Pryce,85,Fantasy,2009
0,0,The Good Witch's Garden,Craig Pryce,85,Romance,2009
5060730,0,Metropia,Tarik Saleh,86,Animation,2009
5060730,0,Metropia,Tarik Saleh,86,Drama,2009
5060730,0,Metropia,Tarik Saleh,86,Science Fiction,2009
5060730,0,Metropia,Tarik Saleh,86,Thriller,2009
60000000,0,Michael Jackson's This Is It,Kenny Ortega,111,Music,2009
60000000,0,Michael Jackson's This Is It,Kenny Ortega,111,Documentary,2009
0,0,The Vicious Kind,Lee Toland Krieger,92,Comedy,2009
0,0,The Vicious Kind,Lee Toland Krieger,92,Drama,2009
0,0,The Last Station,Michael Hoffman,112,Drama,2009
0,0,The Last Station,Michael Hoffman,112,Romance,2009
10000000,0,Dolan's Cadillac,Jeff Beesley,81,Drama,2009
10000000,0,Dolan's Cadillac,Jeff Beesley,81,Thriller,2009
0,0,Dadnapped,Paul Hoen,84,TV Movie,2009
0,0,Dadnapped,Paul Hoen,84,Action,2009
0,0,Dadnapped,Paul Hoen,84,Adventure,2009
0,0,Dadnapped,Paul Hoen,84,Comedy,2009
0,0,Dadnapped,Paul Hoen,84,Family,2009
0,0,The Limits of Control,Jim Jarmusch,116,Crime,2009
0,0,The Limits of Control,Jim Jarmusch,116,Drama,2009
0,0,The Limits of Control,Jim Jarmusch,116,Thriller,2009
0,0,The Limits of Control,Jim Jarmusch,116,Mystery,2009
0,0,According to Greta,Nancy Bardawil,92,Drama,2009
0,0,According to Greta,Nancy Bardawil,92,Romance,2009
45000000,7810000,Solomon Kane,Michael J. Bassett,104,Adventure,2009
45000000,7810000,Solomon Kane,Michael J. Bassett,104,Fantasy,2009
45000000,7810000,Solomon Kane,Michael J. Bassett,104,Action,2009
45000000,7810000,Solomon Kane,Michael J. Bassett,104,Science Fiction,2009
0,0,Dead Man Running,Alex De Rakoff,92,Action,2009
0,0,Dead Man Running,Alex De Rakoff,92,Crime,2009
0,0,Dead Man Running,Alex De Rakoff,92,Drama,2009
0,0,Dead Man Running,Alex De Rakoff,92,Thriller,2009
4000000,143191,Survival of the Dead,George A. Romero,90,Horror,2009
4000000,143191,Survival of the Dead,George A. Romero,90,Science Fiction,2009
0,0,Dance Flick,Damien Dante Wayans,83,Action,2009
0,0,Dance Flick,Damien Dante Wayans,83,Comedy,2009
0,0,Dance Flick,Damien Dante Wayans,83,Music,2009
10000000,0,The Devil's Tomb,Jason Connery,90,Action,2009
10000000,0,The Devil's Tomb,Jason Connery,90,Horror,2009
10000000,0,The Devil's Tomb,Jason Connery,90,Thriller,2009
10000000,0,The Devil's Tomb,Jason Connery,90,Science Fiction,2009
0,0,Red Riding: In the Year of Our Lord 1974,Julian Jarrold,102,Thriller,2009
0,0,Red Riding: In the Year of Our Lord 1974,Julian Jarrold,102,Mystery,2009
0,0,Red Riding: In the Year of Our Lord 1974,Julian Jarrold,102,Crime,2009
0,0,Red Riding: In the Year of Our Lord 1974,Julian Jarrold,102,Drama,2009
0,0,Barbie and the Three Musketeers,William Lau,81,Animation,2009
0,0,Barbie and the Three Musketeers,William Lau,81,Family,2009
150000000,341131793,X-Men Origins: Wolverine,Gavin Hood,107,Adventure,2009
150000000,341131793,X-Men Origins: Wolverine,Gavin Hood,107,Action,2009
150000000,341131793,X-Men Origins: Wolverine,Gavin Hood,107,Thriller,2009
150000000,341131793,X-Men Origins: Wolverine,Gavin Hood,107,Science Fiction,2009
0,0,Mutant Pumpkins from Outer Space,Peter Ramsey,27,TV Movie,2009
0,0,Mutant Pumpkins from Outer Space,Peter Ramsey,27,Animation,2009
0,0,Mutant Pumpkins from Outer Space,Peter Ramsey,27,Family,2009
0,0,Mutant Pumpkins from Outer Space,Peter Ramsey,27,Comedy,2009
10000000,0,Mammoth,Lukas Moodysson,125,Drama,2009
10000000,0,Mammoth,Lukas Moodysson,125,Romance,2009
4000000,4100000,S. Darko,Chris Fisher,103,Thriller,2009
4000000,4100000,S. Darko,Chris Fisher,103,Crime,2009
4000000,4100000,S. Darko,Chris Fisher,103,Science Fiction,2009
4000000,4100000,S. Darko,Chris Fisher,103,Mystery,2009
0,0,Prison Break: The Final Break,Kevin Hooks|Brad Turner,89,Action,2009
0,0,Prison Break: The Final Break,Kevin Hooks|Brad Turner,89,Drama,2009
0,0,Prison Break: The Final Break,Kevin Hooks|Brad Turner,89,Thriller,2009
0,0,Happily N'Ever After 2,Steven E. Gordon|Boyd Kirkland,75,Family,2009
0,0,Happily N'Ever After 2,Steven E. Gordon|Boyd Kirkland,75,Animation,2009
2900000,296557,Black Dynamite,Scott Sanders,90,Action,2009
2900000,296557,Black Dynamite,Scott Sanders,90,Comedy,2009
0,0,The Thaw,Mark A. Lewis,90,Horror,2009
0,0,The Thaw,Mark A. Lewis,90,Science Fiction,2009
0,0,The Thaw,Mark A. Lewis,90,Thriller,2009
6000000,6670712,City Island,Raymond De Felitta,104,Drama,2009
6000000,6670712,City Island,Raymond De Felitta,104,Comedy,2009
0,0,The Gruffalo,Max Lang|Jakob Schuh,27,Animation,2009
0,0,The Gruffalo,Max Lang|Jakob Schuh,27,Family,2009
0,0,The Secret of Kells,Tomm Moore|Nora Twomey,75,Animation,2009
0,0,The Secret of Kells,Tomm Moore|Nora Twomey,75,Family,2009
0,0,The Secret of Kells,Tomm Moore|Nora Twomey,75,Fantasy,2009
40000000,19258519,Amelia,Mira Nair,111,Drama,2009
40000000,19258519,Amelia,Mira Nair,111,Adventure,2009
40000000,19258519,Amelia,Mira Nair,111,Romance,2009
0,0,Screamers: The Hunting,Sheldon Wilson,94,Action,2009
0,0,Screamers: The Hunting,Sheldon Wilson,94,Horror,2009
0,0,Screamers: The Hunting,Sheldon Wilson,94,Science Fiction,2009
0,0,Partly Cloudy,Peter Sohn,5,Adventure,2009
0,0,Partly Cloudy,Peter Sohn,5,Animation,2009
0,0,Partly Cloudy,Peter Sohn,5,Comedy,2009
0,0,Partly Cloudy,Peter Sohn,5,Family,2009
0,0,Partly Cloudy,Peter Sohn,5,Fantasy,2009
0,0,Der Knochenmann,Wolfgang Murnberger,117,Crime,2009
0,0,Der Knochenmann,Wolfgang Murnberger,117,Thriller,2009
0,0,Der Knochenmann,Wolfgang Murnberger,117,Comedy,2009
0,0,Boogie Woogie,Duncan Ward,94,Comedy,2009
0,0,Boogie Woogie,Duncan Ward,94,Drama,2009
0,500154,Echelon Conspiracy,Greg Marcks,105,Action,2009
0,500154,Echelon Conspiracy,Greg Marcks,105,Crime,2009
0,500154,Echelon Conspiracy,Greg Marcks,105,Mystery,2009
0,0,Possession,Joel Bergvall|Simon Sandquist,86,Drama,2009
0,0,Possession,Joel Bergvall|Simon Sandquist,86,Thriller,2009
0,0,Possession,Joel Bergvall|Simon Sandquist,86,Romance,2009
0,0,Nativity!,Debbie Isitt,105,Comedy,2009
0,0,Nativity!,Debbie Isitt,105,Family,2009
35000000,0,BaarÃ¬a,Giuseppe Tornatore,150,Drama,2009
35000000,0,BaarÃ¬a,Giuseppe Tornatore,150,Comedy,2009
0,0,Dug's Special Mission,Ronnie del Carmen,5,Animation,2009
0,0,Dug's Special Mission,Ronnie del Carmen,5,Adventure,2009
0,0,Dug's Special Mission,Ronnie del Carmen,5,Comedy,2009
0,0,Dug's Special Mission,Ronnie del Carmen,5,Family,2009
0,0,Dug's Special Mission,Ronnie del Carmen,5,Fantasy,2009
425000,0,Hunter Prey,Sandy Collora,90,Science Fiction,2009
425000,0,Hunter Prey,Sandy Collora,90,Thriller,2009
0,0,Motherhood,Katherine Dieckmann,90,Comedy,2009
0,0,Motherhood,Katherine Dieckmann,90,Drama,2009
